Title,Authors,Institutes,Submission Date
MathVista: Evaluating Mathematical Reasoning of Foundation Models in Visual Contexts,"['Pan Lu', 'Hritik Bansal', 'Tony Xia', 'Jiacheng Liu', 'Chunyuan Li', 'Hannaneh Hajishirzi', 'Hao Cheng', 'Kai-Wei Chang', 'Michel Galley', 'Jianfeng Gao']","['Stanford University(stanford.edu)', 'Computer Science,University of California, Los Angeles(ucla.edu)', 'University of California, Los Angeles(ucla.edu)', 'Allen Institute for Artificial Intelligence(allenai.org)', 'Microsoft Research(microsoft.com)', 'CS,Allen Institute for Artificial Intelligence(allenai.org)', 'Microsoft Research(microsoft.com)', 'Computer Science,University of California, Los Angeles(ucla.edu)', 'Microsoft(microsoft.com)', 'Microsoft Research,Microsoft Research(microsoft.com)']","3 October, 2023"
Protein Discovery with Discrete Walk-Jump Sampling,"['Nathan C. Frey', 'Dan Berenberg', 'Karina Zadorozhny', 'Joseph Kleinhenz', 'Julien Lafrance-Vanasse', 'Isidro Hotzel', 'Yan Wu', 'Stephen Ra', 'Richard Bonneau', 'Kyunghyun Cho', 'Andreas Loukas', 'Vladimir Gligorijevic', 'Saeed Saremi']","['Prescient Design, Genentech(gene.com)', 'Computer Science,New York University(nyu.edu)', 'Northwestern University(northwestern.edu)', 'Prescient Design,Genentech(gene.com)', 'Genentech(gene.com)', 'Not Found', 'university of colorado at boulder(cu.edu)', 'Prescient Design, Genentech(gene.com)', 'genentech(gene.com)', 'Genentech(gene.com)', 'Isomorphic labs(google.com)', 'Genentech(gene.com)', 'Frontier Research,Genentech(gene.com)']","8 June, 2023"
ExeDec: Execution Decomposition for Compositional Generalization in Neural Program Synthesis,"['Kensen Shi', 'Joey Hong', 'Yinlin Deng', 'Pengcheng Yin', 'Manzil Zaheer', 'Charles Sutton']","['Google(google.com)', 'University of California Berkeley(berkeley.edu)', 'Not Found', 'Google(google.com)', 'Zaheer(zaheer.ml)', 'Google(google.com)']","25 July, 2023"
Batched Low-Rank Adaptation of Foundation Models,"['Yeming Wen', 'Swarat Chaudhuri']","['University of Texas, Austin(utexas.edu)', 'Google Deepmind(google.com)']","9 December, 2023"
Improved Active Learning via Dependent Leverage Score Sampling,"['Atsushi Shimizu', 'Xiaoou Cheng', 'Christopher Musco', 'Jonathan Weare']","['Daiwa Securities(daiwa.co.jp)', 'NYU, New York University(cims.nyu.edu)', 'Tandon School of Engineering,New York University(nyu.edu)', 'New York University(nyu.edu)']","7 October, 2023"
Model Tells You What to Discard: Adaptive KV Cache Compression for LLMs,"['Suyu Ge', 'Yunan Zhang', 'Liyuan Liu', 'Minjia Zhang', 'Jiawei Han', 'Jianfeng Gao']","['University of Illinois at Urbana-Champaign(illinois.edu)', 'Computer Science,University of Illinois, Urbana Champaign(illinois.edu)', 'Microsoft(microsoft.com)', 'Computer Science,University of Illinois at Urbana-Champaign(uiuc.edu)', 'Computer Science,University of Illinois at Urbana-Champaign (UIUC)(illinois.edu)', 'Microsoft Research,Microsoft Research(microsoft.com)']","3 October, 2023"
One-shot Empirical Privacy Estimation for Federated Learning,"['Galen Andrew', 'Peter Kairouz', 'Sewoong Oh', 'Alina Oprea', 'Hugh Brendan McMahan', 'Vinith Menon Suriyakumar']","['Google(google.com)', 'Google(google.com)', 'Not Found', 'Not Found', 'Google(google.com)', 'Massachusetts Institute of Technology(mit.edu)']","6 February, 2023"
SWE-bench: Can Language Models Resolve Real-world Github Issues?,"['Carlos E Jimenez', 'John Yang', 'Alexander Wettig', 'Shunyu Yao', 'Kexin Pei', 'Ofir Press', 'Karthik R Narasimhan']","['Anthropic(anthropic.com)', 'Computer Science,Stanford University(stanford.edu)', 'Department of Computer Science,Princeton University(princeton.edu)', 'Princeton University(princeton.edu)', 'Computer Science,The University of Chicago(uchicago.edu)', 'Princeton University(princeton.edu)', 'Princeton University(princeton.edu)']",Not Found
ReLU Strikes Back: Exploiting Activation Sparsity in Large Language Models,"['Seyed Iman Mirzadeh', 'Keivan Alizadeh-Vahid', 'Sachin Mehta', 'Carlo C del Mundo', 'Oncel Tuzel', 'Golnoosh Samei', 'Mohammad Rastegari', 'Mehrdad Farajtabar']","['Apple(apple.com)', 'Apple(apple.com)', 'GenAI,Facebook(meta.com)', 'Not Found', 'Apple(apple.com)', 'Borealis AI(borealisai.com)', 'Apple(apple.com)', 'Apple(apple.com)']",October 2023
"On the Joint Interaction of Models, Data, and Features","['Yiding Jiang', 'Christina Baek', 'J Zico Kolter']","['Carnegie Mellon University(andrew.cmu.edu)', 'Carnegie Mellon University(cmu.edu)', 'Machine Learning,Carnegie Mellon University(cmu.edu)']",June 2023
Topological data analysis on noisy quantum computers,"['Ismail Yunus Akhalwaya', 'Shashanka Ubaru', 'Kenneth L. Clarkson', 'Mark S. Squillante', 'Vishnu Jejjala', 'Yang-Hui He', 'Kugendran Naidoo', 'Vasileios Kalantzis', 'Lior Horesh']","['Quantinuum(quantinuum.com)', 'International Business Machines(ibm.com)', 'theory group,International Business Machines(ibm.com)', 'IBM Research(us.ibm.com)', 'University of Witwatersrand(wits.ac.za)', 'Massachusetts Institute of Technology(mit.edu)', 'University of Witwatersrand(wits.ac.za)', 'International Business Machines(ibm.com)', 'Columbia University(columbia.edu)']","19 September, 2022"
"Self-RAG: Learning to Retrieve, Generate, and Critique through Self-Reflection","['Akari Asai', 'Zeqiu Wu', 'Yizhong Wang', 'Avirup Sil', 'Hannaneh Hajishirzi']","['Paul G. Allen School of Computer Science & Engineering, University of Washington(cs.washington.edu)', 'University of Washington, Seattle(uw.edu)', 'ByteDance Inc.(bytedance.com)', 'AI and Automation,International Business Machines(ibm.com)', 'CS,Allen Institute for Artificial Intelligence(allenai.org)']",October 2023
"""What Data Benefits My Classifier?"" Enhancing Model Performance and Interpretability through Influence-Based Data Selection","['Anshuman Chhabra', 'Peizhao Li', 'Prasant Mohapatra', 'Hongfu Liu']","['Computer Science and Engineering,University of South Florida(usf.edu)', 'Google(google.com)', 'Computer Science and Engineering,University of South Florida(usf.edu)', 'Brandeis University(brandeis.edu)']",Not Found
Generative Modeling with Phase Stochastic Bridge,"['Tianrong Chen', 'Jiatao Gu', 'Laurent Dinh', 'Evangelos Theodorou', 'Joshua M. Susskind', 'Shuangfei Zhai']","['Apple(apple.com)', 'Computer and Information Science,University of Pennsylvania(cis.upenn.edu)', 'Apple(apple.com)', 'Georgia Institute of Technology(gatech.edu)', 'Machine Learning,Apple(apple.com)', 'AIML,Apple(apple.com)']","11 October, 2023"
Zipformer: A faster and better encoder for automatic speech recognition,"['Zengwei Yao', 'Liyong Guo', 'Xiaoyu Yang', 'Wei Kang', 'Fangjun Kuang', 'Yifan Yang', 'Zengrui Jin', 'Long Lin', 'Daniel Povey']","['Xiaomi Corporation(xiaomi.com)', ""Northwest Polytechnical University Xi'an(nwpu.edu.cn)"", 'University of Cambridge(cam.ac.uk)', 'Xiaomi Corp.(xiaomi.com)', 'Xiaomi(xiaomi.com)', 'Computer Science and Engineering,Shanghai Jiao Tong University(sjtu.edu.cn)', 'Not Found', 'Xiaomi corp.(xiaomi.com)', 'Johns Hopkins University(jhu.edu)']","17 October, 2023"
MetaGPT: Meta Programming for A Multi-Agent Collaborative Framework,"['Sirui Hong', 'Mingchen Zhuge', 'Jonathan Chen', 'Xiawu Zheng', 'Yuheng Cheng', 'Jinlin Wang', 'Ceyao Zhang', 'Zili Wang', 'Steven Ka Shing Yau', 'Zijuan Lin', 'Liyang Zhou', 'Chenyu Ran', 'Lingfeng Xiao', 'Chenglin Wu', 'Jürgen Schmidhuber']","['DeepWisdom(deepwisdom.com)', 'King Abdullah University of Science and Technology(kaust.edu.sa)', 'Wuhan University(whu.edu.cn)', 'Xiamen University(xmu.edu.cn)', 'Department of Computer Science and Engineering, The Chinese University of Hong Kong(cse.cuhk.edu.hk)', 'DeepWisdom(fuzhi.ai)', 'School of Intelligence Science and Technology,Peking University(pku.edu.cn)', 'stepfun(stepfun.com)', 'nanjing university(nju.edu.cn)', 'CUHKsz(cuhk.edu.cn)', 'University of Pennsylvania, University of Pennsylvania(upenn.edu)', 'The Chinese University of Hong Kong(cuhk.edu.hk)', 'University of California, Berkeley(berkeley.edu)', 'DeepWisdom(deepwisdom.ai)', 'King Abdullah University of Science and Technology(kaust.edu.sa)']","1 August, 2023"
ValUES: A Framework for Systematic Validation of Uncertainty Estimation in Semantic Segmentation,"['Kim-Celine Kahl', 'Carsten T. Lüth', 'Maximilian Zenk', 'Klaus Maier-Hein', 'Paul F Jaeger']","['Ruprecht-Karls-Universität Heidelberg(uni-heidelberg.de)', 'Ruprecht-Karls-Universität Heidelberg(uni-heidelberg.de)', 'Ruprecht-Karls-Universität Heidelberg(uni-heidelberg.de)', 'German Cancer Research Center(dkfz.de)', 'Google(deepmind.com)']","16 January, 2024"
Finetuning Text-to-Image Diffusion Models for Fairness,"['Xudong Shen', 'Chao Du', 'Tianyu Pang', 'Min Lin', 'Yongkang Wong', 'Mohan Kankanhalli']","['National University of Singapore(nus.edu.sg)', 'Sea AI Lab(sea.com)', 'Sea AI Lab(sea.com)', 'Sea AI Lab(sea.com)', 'School of Computing,National University of Singapore(nus.edu.sg)', 'School of Computing,National University of Singapore(nus.edu.sg)']","11 November, 2023"
Knowledge Card: Filling LLMs' Knowledge Gaps with Plug-in Specialized Language Models,"['Shangbin Feng', 'Weijia Shi', 'Yuyang Bai', 'Vidhisha Balachandran', 'Tianxing He', 'Yulia Tsvetkov']","['University of Washington(cs.washington.edu)', 'University of Washington, Seattle(uw.edu)', ""Xi'an Jiaotong University(xjtu.edu.cn)"", 'Microsoft Research(research.microsoft.com)', 'IIIS,Tsinghua University, Tsinghua University(mail.tsinghua.edu.cn)', 'Department of Computer Science, University of Washington(cs.washington.edu)']","17 May, 2023"
METRA: Scalable Unsupervised RL with Metric-Aware Abstraction,"['Seohong Park', 'Oleh Rybkin', 'Sergey Levine']","['University of California, Berkeley(berkeley.edu)', 'University of California, Berkeley(berkeley.edu)', 'EECS,University of California Berkeley(berkeley.edu)']","13 October, 2023"
Meta Continual Learning Revisited: Implicitly Enhancing Online Hessian Approximation via Variance Reduction,"['Yichen Wu', 'Long-Kai Huang', 'Renzhen Wang', 'Deyu Meng', 'Ying Wei']","['Harvard University(harvard.edu)', 'Hong Kong Baptist University(hkbu.edu.hk)', ""Xi'an Jiaotong University(xjtu.edu.cn)"", ""School of Mathematics and Statistics,Xi'an Jiaotong University(xjtu.edu.cn)"", 'Zhejiang University(zju.edu.cn)']",Not Found
Improving Convergence and Generalization Using Parameter Symmetries,"['Bo Zhao', 'Robert M. Gower', 'Robin Walters', 'Rose Yu']","['University of California, San Diego(ucsd.edu)', 'Flatiron Institute(simonsfoundation.org)', 'Northeastern University(northeastern.edu)', 'University of California, San Diego(ucsd.edu)']","22 May, 2023"
Flow Matching on General Geometries,"['Ricky T. Q. Chen', 'Yaron Lipman']","['FAIR Labs, Meta AI(meta.com)', 'Not Found']","27 May, 2025"
Ghost on the Shell: An Expressive Representation of General 3D Shapes,"['Zhen Liu', 'Yao Feng', 'Yuliang Xiu', 'Weiyang Liu', 'Liam Paull', 'Michael J. Black', 'Bernhard Schölkopf']","['The Chinese University of Hong Kong (Shenzhen)(cuhk.edu.cn)', 'Stanford University(stanford.edu)', 'Westlake University(westlake.edu.cn)', 'Department of Computer Science and Engineering, The Chinese University of Hong Kong(cse.cuhk.edu.hk)', 'Not Found', 'University of Tübingen(uni-tuebingen.de)', 'Not Found']","23 October, 2023"
Würstchen: An Efficient Architecture for Large-Scale Text-to-Image Diffusion Models,"['Pablo Pernias', 'Dominic Rampas', 'Mats Leon Richter', 'Christopher Pal', 'Marc Aubreville']","['Disney Research(disneyresearch.com)', 'Technische Hochschule Ingolstadt(thi.de)', 'Montreal Institute for Learning Algorithms, University of Montreal, Université de Montréal(mila.umontreal.ca)', 'GIGL,Polytechnique Montreal(polymtl.ca)', 'Information and Communication,Hochschule Flensburg(hs-flensburg.de)']",Not Found
Unified Generative Modeling of 3D Molecules with Bayesian Flow Networks,"['Yuxuan Song', 'Jingjing Gong', 'Hao Zhou', 'Mingyue Zheng', 'Jingjing Liu', 'Wei-Ying Ma']","['ByteDance Inc.(bytedance.com)', 'Shanghai Innovation Institute(sii.edu.cn)', 'Institute of AI Industry Research (AIR),Tsinghua University, Tsinghua University(tsinghua.edu.cn)', 'Shanghai Institute of Materia Medica(simm.ac.cn)', 'Tsinghua University(tsinghua.edu.cn)', 'AI Industry Research,Tsinghua University(tsinghua.edu.cn)']",March 2024
Small-scale proxies for large-scale Transformer training instabilities,"['Mitchell Wortsman', 'Peter J Liu', 'Lechao Xiao', 'Katie E Everett', 'Alexander A Alemi', 'Ben Adlam', 'John D Co-Reyes', 'Izzeddin Gur', 'Abhishek Kumar', 'Roman Novak', 'Jeffrey Pennington', 'Jascha Sohl-Dickstein', 'Kelvin Xu', 'Jaehoon Lee', 'Justin Gilmer', 'Simon Kornblith']","['University of Washington, Seattle(uw.edu)', 'Google Brain(google.com)', 'Google DeepMind(google.com)', 'EECS,Massachusetts Institute of Technology(mit.edu)', 'Google Deepmind(google.com)', 'Google(google.com)', 'University of California Berkeley(berkeley.edu)', 'CS,Google(google.com)', 'Google DeepMind(google.com)', 'Google Deepmind(google.com)', 'Google(google.com)', 'Google(google.com)', 'University of California Berkeley(berkeley.edu)', 'Anthropic(anthropic.com)', 'Google Brain(google.com)', 'Pretraining,Anthropic(anthropic.com)']","25 September, 2023"
How I Warped Your Noise: a Temporally-Correlated Noise Prior for Diffusion Models,"['Pascal Chang', 'Jingwei Tang', 'Markus Gross', 'Vinicius C. Azevedo']","['Department of Computer Science, ETHZ - ETH Zurich(inf.ethz.ch)', 'Disney Research(disneyresearch.com)', 'Disney Research, Disney(disneyresearch.com)', 'Disney Research, Disney Research(disneyresearch.com)']",April 2025
Vision Transformers Need Registers,"['Timothée Darcet', 'Maxime Oquab', 'Julien Mairal', 'Piotr Bojanowski']","['Thoth,INRIA(inria.fr)', 'Meta(meta.com)', 'Inria(inria.fr)', 'Meta(meta.com)']","9 June, 2025"
An Analytical Solution to Gauss-Newton Loss for Direct Image Alignment,"['Sergei Solonets', 'Daniil Sinitsyn', 'Lukas Von Stumberg', 'Nikita Araslanov', 'Daniel Cremers']","['Technische Universität München(tum.de)', 'CIT,Department of Informatics, Technische Universität München(in.tum.de)', 'Valve Corporation(valvesoftware.com)', 'Google(google.com)', 'Technical University Munich(tum.de)']",Not Found
Learning Energy Decompositions for Partial Inference in GFlowNets,"['Hyosoon Jang', 'Minsu Kim', 'Sungsoo Ahn']","['Korea Advanced Institute of Science & Technology(kaist.ac.kr)', 'Mila - Quebec Artificial Intelligence Institute(mila.quebec)', 'Graduate School of AI,Korea Advanced Institute of Science & Technology(kaist.ac.kr)']",October 2023
Approximating Nash Equilibria in Normal-Form Games via Stochastic Optimization,"['Ian Gemp', 'Luke Marris', 'Georgios Piliouras']","['Google DeepMind(google.com)', 'DeepMind(deepmind.com)', 'Google DeepMind(google.com)']","10 October, 2023"
Multi-Source Diffusion Models for Simultaneous Music Generation and Separation,"['Giorgio Mariani', 'Irene Tallini', 'Emilian Postolache', 'Michele Mancusi', 'Luca Cosmo', 'Emanuele Rodolà']","['Computer Science,University of Milan - Bicocca(unimib.it)', 'Computer Science,University of Roma ""La Sapienza""(uniroma1.it)', 'IRIS Audio Technologies(iris.audio)', 'Sony Europe Ltd.(sony.com)', 'University of Venice(unive.it)', 'Sapienza University of Rome(uniroma1.it)']","4 February, 2023"
LEGO-Prover: Neural Theorem Proving with Growing Libraries,"['Haiming Wang', 'Huajian Xin', 'Chuanyang Zheng', 'Zhengying Liu', 'Qingxing Cao', 'Yinya Huang', 'Jing Xiong', 'Han Shi', 'Enze Xie', 'Jian Yin', 'Zhenguo Li', 'Xiaodan Liang']","['RL Team,Moonshot AI(moonshot.cn)', 'School of Informatics,University of Edinburgh, University of Edinburgh(ed.ac.uk)', 'The Chinese University of Hong Kong(cse.cuhk.edu.hk)', 'Huawei Technologies Ltd.(huawei.com)', 'SUN YAT-SEN UNIVERSITY(sysu.edu.cn)', 'ETH AI Center,ETH Zurich(ai.ethz.ch)', 'University of Hong Kong(hku.hk)', 'Huawei Technologies Ltd.(huawei.com)', 'NVIDIA Research(nvidia.com)', 'School of Artificial Intelligence,SUN YAT-SEN UNIVERSITY(sysu.edu.cn)', 'Department of Computer Science and Engineering, Hong Kong University of Science and Technology(cse.ust.hk)', 'School of Intelligent Engineering,SUN YAT-SEN UNIVERSITY(sysu.edu.cn)']","1 October, 2023"
ASID: Active Exploration for System Identification in Robotic Manipulation,"['Marius Memmel', 'Andrew Wagenmaker', 'Chuning Zhu', 'Dieter Fox', 'Abhishek Gupta']","['University of Washington(cs.washington.edu)', 'University of California, Berkeley(berkeley.edu)', 'University of Washington(cs.washington.edu)', 'NVIDIA Research(nvidia.com)', 'University of Washington(uw.edu)']","18 April, 2024"
Towards a statistical theory of data selection under weak supervision,"['Germain Kolossov', 'Andrea Montanari', 'Pulkit Tandon']","['Granica(granica.ai)', 'Stanford University(stanford.edu)', 'Granica(granica.ai)']","25 September, 2023"
Mastering Memory Tasks with World Models,"['Mohammad Reza Samsami', 'Artem Zholus', 'Janarthanan Rajendran', 'Sarath Chandar']","['Mila(mila.quebec)', 'École Polytechnique de Montréal, Université de Montréal(polymtl.ca)', 'Not Found', 'Department of Computer and Software Engineering,École Polytechnique de Montréal(polymtl.ca)']",March 2024
Monte Carlo guided Denoising Diffusion models for Bayesian linear inverse problems.,"['Gabriel Cardoso', 'Yazid Janati el idrissi', 'Sylvain Le Corff', 'Eric Moulines']","['Mines ParisTech(minesparis.psl.eu)', 'Institute of Foundation Models, MBZUAI(mbzuai.ac.ae)', 'Sorbonne Université, LPSM(sorbonne-universite.fr)', 'Machine Learning,Mohamed bin Zayed University of Artificial Intelligence(mbzuai.ac.ae)']",Not Found
Self-Alignment with Instruction Backtranslation,"['Xian Li', 'Ping Yu', 'Chunting Zhou', 'Timo Schick', 'Omer Levy', 'Luke Zettlemoyer', 'Jason E Weston', 'Mike Lewis']","['Facebook AI(fb.com)', 'Facebook(fb.com)', 'Meta AI(meta.com)', 'Facebook(fb.com)', 'Facebook(fb.com)', 'University of Washington(cs.washington.edu)', 'Not Found', 'Facebook AI Research(fb.com)']","11 August, 2023"
Learning Interactive Real-World Simulators,"['Sherry Yang', 'Yilun Du', 'Seyed Kamyar Seyed Ghasemipour', 'Jonathan Tompson', 'Leslie Pack Kaelbling', 'Dale Schuurmans', 'Pieter Abbeel']","['Google DeepMind(google.com)', 'Google(google.com)', 'Generalist AI(generalistai.com)', 'Google DeepMind(google.com)', 'Massachusetts Institute of Technology(mit.edu)', 'Not Found', 'Amazon(amazon.com)']","9 October, 2023"
Candidate Label Set Pruning: A Data-centric Perspective for Deep Partial-label Learning,"['Shuo He', 'Chaojie Wang', 'Guowu Yang', 'Lei Feng']","['Nanyang Technological University(ntu.sg)', 'Skywork AI(kunlun-inc.com)', 'School of Computer Science and Engineering,University of Electronic Science and Technology of China(uestc.edu.cn)', 'School of Computer Science and Engineering,Southeast University(seu.edu.cn)']",Not Found
Robust agents learn causal world models,"['Jonathan Richens', 'Tom Everitt']","['DeepMind(deepmind.com)', 'DeepMind(google.com)']","16 February, 2024"
On the Humanity of Conversational AI: Evaluating the Psychological Portrayal of LLMs,"['Jen-tse Huang', 'Wenxuan Wang', 'Eric John Li', 'Man Ho LAM', 'Shujie Ren', 'Youliang Yuan', 'Wenxiang Jiao', 'Zhaopeng Tu', 'Michael Lyu']","['Johns Hopkins University(jhu.edu)', 'School of Information,Renmin University of China(ruc.edu.cn)', 'Department of Computer Science and Engineering, The Chinese University of Hong Kong,The Chinese University of Hong Kong(cse.cuhk.edu.hk)', 'Department of Computer Science and Engineering, The Chinese University of Hong Kong(cse.cuhk.edu.hk)', 'Tianjin Medical University(tmu.edu.cn)', 'The Chinese University of Hong Kong-Shenzhen(cuhk.edu.cn)', 'Tencent AI Lab(tencent.com)', 'Tencent AI Lab(tencent.com)', 'Computer Science,The Chinese University of Hong Kong(cuhk.edu.hk)']",Not Found
