Title,Authors,Institutes,Submission Date
Referee Can Play: An Alternative Approach to Conditional Generation via Model Inversion,"['Xuantong LIU', 'Tianyang Hu', 'Wenjia Wang', 'Kenji Kawaguchi', 'Yuan Yao']","['Hong Kong University of Science and Technology(ust.hk)', 'School of Data Science,The Chinese University of Hong Kong, Shenzhen(cuhk.edu.cn)', 'HKUST (GZ)(hkust-gz.edu.cn)', 'National University of Singapore(nus.edu)', 'Department of Mathematics,The Hong Kong University of Science and Technology(ust.hk)']",February 2024
HarmBench: A Standardized Evaluation Framework for Automated Red Teaming and Robust Refusal,"['Mantas Mazeika', 'Long Phan', 'Xuwang Yin', 'Andy Zou', 'Zifan Wang', 'Norman Mu', 'Elham Sakhaee', 'Nathaniel Li', 'Steven Basart', 'Bo Li', 'David Forsyth', 'Dan Hendrycks']","['Center for AI Safety(safe.ai)', 'Center for AI Safety(safe.ai)', 'Independent Researcher(gmail.com)', 'CMU, Carnegie Mellon University(andrew.cmu.edu)', 'Scale AI(scale.com)', 'University of California Berkeley(berkeley.edu)', 'Microsoft(microsoft.com)', 'Scale AI(scale.com)', 'Computer science,Center for AI Safety(safe.ai)', 'CS,University of Illinois, Urbana Champaign(illinois.edu)', 'Computer Science,University of Illinois, Urbana-Champaign(uiuc.edu)', 'Center for AI Safety(safe.ai)']","6 February, 2024"
Adversarial Attacks on Combinatorial Multi-Armed Bandits,"['Rishab Balasubramanian', 'Jiawei Li', 'Prasad Tadepalli', 'Huazheng Wang', 'Qingyun Wu', 'Haoyu Zhao']","['Virginia Polytechnic Institute and State University(vt.edu)', 'ECE,University of Illinois at Urbana-Champaign(uiuc.edu)', 'Oregon State University(oregonstate.edu)', 'Oregon State University(oregonstate.edu)', 'Pennsylvania State University(psu.edu)', 'Princeton University(princeton.edu)']","8 October, 2023"
Exact Conversion of In-Context Learning to Model Weights in Linearized-Attention Transformers,"['Brian K Chen', 'Tianyang Hu', 'Hui Jin', 'Hwee Kuan Lee', 'Kenji Kawaguchi']","['National University of Singapore(nus.edu)', 'School of Data Science,The Chinese University of Hong Kong, Shenzhen(cuhk.edu.cn)', 'ByteDance Inc.(bytedance.com)', 'BII(astar.edu.sg)', 'Not Found']","4 June, 2024"
Reshape and Adapt for Output Quantization (RAOQ): Quantization-aware Training for In-memory Computing Systems,"['Bonan Zhang', 'Chia-Yu Chen', 'Naveen Verma']","['Not Found', 'Not Found', 'Not Found']",Not Found
Learning in Feature Spaces via Coupled Covariances: Asymmetric Kernel SVD and Nyström method,"['Qinghua Tao', 'Francesco Tonin', 'Alex Lambert', 'Yingyi Chen', 'Panagiotis Patrinos', 'Johan Suykens']","['Not Found', 'Not Found', 'Not Found', 'Not Found', 'Not Found', 'Not Found']","12 June, 2024"
Q-Star Meets Scalable Posterior Sampling: Bridging Theory and Practice via HyperAgent,"['Yingru Li', 'Jiawei Xu', 'Lei Han', 'Zhi-Quan Luo']","['Not Found', 'Not Found', 'Not Found', 'Not Found']","5 February, 2024"
Simplicity Bias via Global Convergence of Sharpness Minimization,"['Khashayar Gatmiry', 'Zhiyuan Li', 'Sashank J. Reddi', 'Stefanie Jegelka']","['Not Found', 'Not Found', 'Not Found', 'Not Found']",October 2024
STEER: Assessing the Economic Rationality of Large Language Models,"['Narun Krishnamurthi Raman', 'Taylor Lundy', 'Samuel Joseph Amouyal', 'Yoav Levine', 'Kevin Leyton-Brown', 'Moshe Tennenholtz']","['Not Found', 'Not Found', 'Not Found', 'Not Found', 'Not Found', 'Not Found']","14 February, 2024"
Beyond Chinchilla-Optimal: Accounting for Inference in Language Model Scaling Laws,"['Nikhil Sardana', 'Jacob Portes', 'Sasha Doubov', 'Jonathan Frankle']","['Not Found', 'Not Found', 'Not Found', 'Not Found']","31 December, 2023"
One Prompt is not Enough: Automated Construction of a Mixture-of-Expert Prompts,"['Ruochen Wang', 'Sohyun An', 'Minhao Cheng', 'Tianyi Zhou', 'Sung Ju Hwang', 'Cho-Jui Hsieh']","['Not Found', 'Not Found', 'Not Found', 'Not Found', 'Not Found', 'Not Found']",July 2024
Double-Step Alternating Extragradient with Increasing Timescale Separation for Finding Local Minimax Points: Provable Improvements,"['Kyuwon Kim', 'Donghwan Kim']","['Not Found', 'Not Found']",Not Found
Unveiling and Harnessing Hidden Attention Sinks: Enhancing Large Language Models without Training through Attention Calibration,"['Zhongzhi Yu', 'Zheng Wang', 'Yonggan Fu', 'Huihong Shi', 'Khalid Shaikh', 'Yingyan Celine Lin']","['Not Found', 'Not Found', 'Not Found', 'Not Found', 'Not Found', 'Not Found']",June 2024
TENG: Time-Evolving Natural Gradient for Solving PDEs With Deep Neural Nets Toward Machine Precision,"['Zhuo Chen', 'Jacob McCarran', 'Esteban Vizcaino', 'Marin Soljacic', 'Di Luo']","['Not Found', 'Not Found', 'Not Found', 'Not Found', 'Not Found']","16 April, 2024"
Learning Adaptive and View-Invariant Vision Transformer for Real-Time UAV Tracking,"['Yongxin Li', 'Mengyuan Liu', 'You Wu', 'Xucheng Wang', 'Xiangyang Yang', 'Shuiwang Li']","['Not Found', 'Not Found', 'Not Found', 'Not Found', 'Not Found', 'Not Found']","27 December, 2024"
Conditional Common Entropy for Instrumental Variable Testing and Partial Identification,"['Ziwei Jiang', 'Murat Kocaoglu']","['Not Found', 'Not Found']",Not Found
Towards Robust Model-Based Reinforcement Learning Against Adversarial Corruption,"['Chenlu Ye', 'Jiafan He', 'Quanquan Gu', 'Tong Zhang']","['Not Found', 'Not Found', 'Not Found', 'Not Found']","14 February, 2024"
Prompting is a Double-Edged Sword: Improving Worst-Group Robustness of Foundation Models,"['Amrith Setlur', 'Saurabh Garg', 'Virginia Smith', 'Sergey Levine']","['Not Found', 'Not Found', 'Not Found', 'Not Found']",Not Found
Precise Accuracy / Robustness Tradeoffs in Regression: Case of General Norms,"['Elvis Dohmatob', 'Meyer Scetbon']","['Not Found', 'Not Found']",Not Found
Hard Tasks First: Multi-Task Reinforcement Learning Through Task Scheduling,"['Myungsik Cho', 'Jongeui Park', 'Suyoung Lee', 'Youngchul Sung']","['Not Found', 'Not Found', 'Not Found', 'Not Found']",Not Found
Fault Tolerant ML: Efficient Meta-Aggregation and Synchronous Training,"['Tehila Dahan', 'Kfir Yehuda Levy']","['Not Found', 'Not Found']","23 May, 2024"
Actions Speak Louder than Words: Trillion-Parameter Sequential Transducers for Generative Recommendations,"['Jiaqi Zhai', 'Lucy Liao', 'Xing Liu', 'Yueming Wang', 'Rui Li', 'Xuan Cao', 'Leon Gao', 'Zhaojie Gong', 'Fangda Gu', 'Jiayuan He', 'Yinghai Lu', 'Yu Shi']","['Not Found', 'Not Found', 'Not Found', 'Not Found', 'Not Found', 'Not Found', 'Not Found', 'Not Found', 'Not Found', 'Not Found', 'Not Found', 'Not Found']","26 February, 2024"
Trustworthy Alignment of Retrieval-Augmented Large Language Models via Reinforcement Learning,"['Zongmeng Zhang', 'Yufeng Shi', 'Jinhua Zhu', 'Wengang Zhou', 'Xiang Qi', 'peng zhang', 'Houqiang Li']","['Not Found', 'Not Found', 'Not Found', 'Not Found', 'Not Found', 'Alibaba Group(antfin.com)', 'EEIS Department,University of Science and Technology of China(ustc.edu.cn)']",October 2024
Instruction Tuning for Secure Code Generation,"['Jingxuan He', 'Mark Vero', 'Gabriela Krasnopolska', 'Martin Vechev']","['University of California, Berkeley(berkeley.edu)', 'Google(google.com)', 'ETHZ - ETH Zurich(ethz.ch)', 'Computer Science,ETHZ - ETH Zurich(ethz.ch)']","14 February, 2024"
Don't be so Negative! Score-based Generative Modeling with Oracle-assisted Guidance,"['Saeid Naderiparizi', 'Xiaoxuan Liang', 'Setareh Cohan', 'Berend Zwartsenberg', 'Frank Wood']","['Computer Science,University of British Columbia(ubc.ca)', 'University of British Columbia(cs.ubc.ca)', 'Computer Science,University of British Columbia(ubc.ca)', 'Inverted AI(inverted.ai)', 'Computer Science,University of British Columbia(cs.ubc.ca)']","31 July, 2023"
LangCell: Language-Cell Pre-training for Cell Identity Understanding,"['Suyuan Zhao', 'Jiahuan Zhang', 'Yushuai Wu', 'YIZHEN LUO', 'Zaiqing Nie']","['Computer Science and Technology,Tsinghua University, Tsinghua University(mails.tsinghua.edu.cn)', 'Tsinghua University, Tsinghua University(tsinghua.edu.cn)', 'Shanghai Academy of Artificial Intelligence for Science(sais.com.cn)', 'Computer Science and Technology, Tsinghua University(cs.tsinghua.edu.cn)', 'Tsinghua University, Tsinghua University(tsinghua.edu.cn)']","9 May, 2024"
Causal Representation Learning from Multiple Distributions: A General Setting,"['Kun Zhang', 'Shaoan Xie', 'Ignavier Ng', 'Yujia Zheng']","['Mohamed bin Zayed University of Artificial Intelligence(mbzuai.ac.ae)', 'Carnegie Mellon University(cmu.edu)', 'Carnegie Mellon University(cmu.edu)', 'Carnegie Mellon University(cmu.edu)']","7 February, 2024"
Diffusion Models Demand Contrastive Guidance for Adversarial Purification to Advance,"['Mingyuan Bai', 'Wei Huang', 'Tenghui Li', 'Andong Wang', 'Junbin Gao', 'Cesar F Caiafa', 'Qibin Zhao']","['RIKEN(riken.jp)', 'RIKEN AIP(riken.jp)', 'Not Found', 'RIKEN AIP(riken.jp)', 'Discipline of Business Analytics,University of Sydney(sydney.edu.au)', 'University of Buenos Aires(fi.ubar.ar)', 'AIP,RIKEN(riken.jp)']",Not Found
PairNet: Training with Observed Pairs to Estimate Individual Treatment Effect,"['Lokesh Nagalapatti', 'Pranava Singhal', 'Avishek Ghosh', 'Sunita Sarawagi']","['Indian Institute of Technology, Bombay(iitb.ac.in)', 'Not Found', 'Indian Institute of Technology, Bombay(iitb.ac.in)', 'Computer Science,IIT Bombay(iitb.ac.in)']",June 2024
Meta-Learners for Partially-Identified Treatment Effects Across Multiple Environments,"['Jonas Schweisthal', 'Dennis Frauen', 'Mihaela van der Schaar', 'Stefan Feuerriegel']","['Institute of AI in Management,Ludwig-Maximilians-Universität München(lmu.de)', 'Ludwig-Maximilians-Universität München(lmu.de)', 'University of Cambridge(cam.ac.uk)', 'Munich Center for Machine Learning,LMU Munich(lmu.de)']",June 2024
Principled Gradient-Based MCMC for Conditional Sampling of Text,"['Li Du', 'Afra Amini', 'Lucas Torroba Hennigen', 'Xinyan Velocity Yu', 'Holden Lee', 'Jason Eisner', 'Ryan Cotterell']","['Johns Hopkins University(cs.jhu.edu)', 'Allen Institute for Artificial Intelligence,Allen Institute for Artificial Intelligence(allenai.org)', 'CSAIL,Massachusetts Institute of Technology(mit.edu)', 'University of Southern California(usc.edu)', 'Applied Mathematics and Statistics,Johns Hopkins University(jh.edu)', 'Computer Science,Johns Hopkins University(jhu.edu)', 'Swiss Federal Institute of Technology(ethz.ch)']",Not Found
Maestro: Uncovering Low-Rank Structures via Trainable Decomposition,"['Samuel Horváth', 'Stefanos Laskaridis', 'Shashank Rajput', 'Hongyi Wang']","['Machine Learning,MBZUAI(mbzuai.ac.ae)', 'Amazon(amazon.com)', 'University of Wisconsin, Madison(wisc.edu)', 'Computer Science Department,Rutgers University(rutgers.edu)']","28 August, 2023"
Infinite-Horizon Distributionally Robust Regret-Optimal Control,"['Taylan Kargin', 'Joudi Hajar', 'Vikrant Malik', 'Babak Hassibi']","['Massachusetts Institute of Technology(mit.edu)', 'California Institute of Technology(caltech.edu)', 'Not Found', 'California Institute of Technology(caltech.edu)']",June 2024
Conformal Validity Guarantees Exist for Any Data Distribution (and How to Find Them),"['Drew Prinster', 'Samuel Don Stanton', 'Anqi Liu', 'Suchi Saria']","['Johns Hopkins University(johnshopkins.edu)', 'Genentech(gene.com)', 'Computer Science,Johns Hopkins University(jhu.edu)', 'Johns Hopkins University( )']","10 May, 2024"
StrWAEs to Invariant Representations,"['Hyunjong Lee', 'Yedarm Seong', 'Sungdong Lee', 'Joong-Ho Won']","['Seoul National University(snu.ac.kr)', 'Seoul National University(snu.ac.kr)', 'Department of Medicine,National University of Singapore(nus.edu.sg)', 'Stanford University(stanford.edu)']",Not Found
Debiased Offline Representation Learning for Fast Online Adaptation in Non-stationary Dynamics,"['Xinyu Zhang', 'Wenjie Qiu', 'Yi-Chen Li', 'Lei Yuan', 'Chengxing Jia', 'Zongzhang Zhang', 'Yang Yu']","['Alibaba Group(alibaba-inc.com)', 'School of Artifical Interlligence,nanjing university(nju.edu.cn)', 'School of Artificial Intelligence,Nanjing University(nju.edu.cn)', 'AI,Nanjing University(nju.edu.cn)', 'Nanjing University(nju.edu.cn)', 'School of Artificial Intelligence,Nanjing University(nju.edu.cn)', 'School of Artificial Intelligence,Nanjing University(nju.edu.cn)']","17 February, 2024"
Linguistic Calibration of Long-Form Generations,"['Neil Band', 'Xuechen Li', 'Tengyu Ma', 'Tatsunori Hashimoto']","['Computer Science Department, Stanford University(cs.stanford.edu)', 'xAI(x.ai)', 'Stanford University(stanford.edu)', 'Stanford University(stanford.edu)']","30 March, 2024"
R2E: Turning any Github Repository into a Programming Agent Environment,"['Naman Jain', 'Manish Shetty', 'Tianjun Zhang', 'King Han', 'Koushik Sen', 'Ion Stoica']","['Not Found', 'Not Found', 'Not Found', 'Not Found', 'Not Found', 'Not Found']",Not Found
Learning to Explore for Stochastic Gradient MCMC,"['SeungHyun Kim', 'Seohyeon Jung', 'SeongHyeon Kim', 'Juho Lee']","['Not Found', 'Not Found', 'Not Found', 'Not Found']",August 2024
Efficient Adaptation in Mixed-Motive Environments via Hierarchical Opponent Modeling and Planning,"['Yizhe Huang', 'Anji Liu', 'Fanqi Kong', 'Yaodong Yang', 'Song-Chun Zhu', 'Xue Feng']","['Not Found', 'Not Found', 'Not Found', 'Not Found', 'Not Found', 'Not Found']","12 June, 2024"
How to Explore with Belief: State Entropy Maximization in POMDPs,"['Riccardo Zamboni', 'Duilio Cirino', 'Marcello Restelli', 'Mirco Mutti']","['Not Found', 'Not Found', 'Not Found', 'Not Found']",June 2024
Submodular framework for structured-sparse optimal transport,"['Piyushi Manupriya', 'Pratik Jawanpuria', 'Karthik S. Gurumoorthy', 'SakethaNath Jagarlapudi', 'Bamdev Mishra']","['Not Found', 'Not Found', 'Not Found', 'Not Found', 'Not Found']","7 June, 2024"
Graph-Triggered Rising Bandits,"['Gianmarco Genalti', 'Marco Mussi', 'Nicola Gatti', 'Marcello Restelli', 'Matteo Castiglioni', 'Alberto Maria Metelli']","['Not Found', 'Not Found', 'Not Found', 'Not Found', 'Not Found', 'Not Found']",September 2024
Breadth-First Exploration on Adaptive Grid for Reinforcement Learning,"['Youngsik Yoon', 'Gangbok Lee', 'Sungsoo Ahn', 'Jungseul Ok']","['Not Found', 'Not Found', 'Not Found', 'Not Found']",Not Found
SILVER: Single-loop variance reduction and application to federated learning,"['Kazusato Oko', 'Shunta Akiyama', 'Denny Wu', 'Tomoya Murata', 'Taiji Suzuki']","['Not Found', 'Not Found', 'Not Found', 'Not Found', 'Not Found']",Not Found
Generative Conditional Distributions by Neural (Entropic) Optimal Transport,"['Bao Nguyen', 'Binh Nguyen', 'Hieu Trung Nguyen', 'Viet Anh Nguyen']","['Not Found', 'Not Found', 'Not Found', 'Not Found']",June 2024
Cell2Sentence: Teaching Large Language Models the Language of Biology,"['Daniel Levine', 'Syed A Rizvi', 'Sacha Lévy', 'Nazreen Pallikkavaliyaveetil', 'David Zhang', 'Xingyu Chen', 'Sina Ghadermarzi', 'Ruiming Wu', 'Zihe Zheng', 'Ivan Vrkic', 'Anna Zhong', 'Daphne Raskin', 'Insu Han', 'Antonio Henrique de Oliveira Fonseca', 'Josue Ortega Caro', 'Amin Karbasi', 'Rahul Madhav Dhodapkar', 'David van Dijk']","['Not Found', 'Not Found', 'Not Found', 'Not Found', 'Not Found', 'Not Found', 'Not Found', 'Not Found', 'Not Found', 'Not Found', 'Not Found', 'Not Found', 'Not Found', 'Not Found', 'Not Found', 'Not Found', 'Not Found', 'Not Found']",Not Found
Watermark Stealing in Large Language Models,"['Nikola Jovanović', 'Robin Staab', 'Martin Vechev']","['Not Found', 'Not Found', 'Not Found']",May 2024
A Simple Early Exiting Framework for Accelerated Sampling in Diffusion Models,"['Taehong Moon', 'Moonseok Choi', 'EungGu Yun', 'Jongmin Yoon', 'Gayoung Lee', 'Jaewoong Cho', 'Juho Lee']","['Not Found', 'Not Found', 'Not Found', 'Not Found', 'Not Found', 'Not Found', 'Not Found']",August 2024
Weisfeiler-Leman at the margin: When more expressivity matters,"['Billy Joe Franks', 'Christopher Morris', 'Ameya Velingker', 'Floris Geerts']","['Not Found', 'Not Found', 'Not Found', 'Not Found']","12 February, 2024"
Decomposing and Editing Predictions by Modeling Model Computation,"['Harshay Shah', 'Andrew Ilyas', 'Aleksander Madry']","['Not Found', 'Stein Fellow (Statistics),Stanford University(stanford.edu)', 'Massachusetts Institute of Technology(mit.edu)']",April 2024
Scalable Wasserstein Gradient Flow for Generative Modeling through Unbalanced Optimal Transport,"['Jaemoo Choi', 'Jaewoong Choi', 'Myungjoo Kang']","['Georgia Institute of Technology(gatech.edu)', 'Department of Statistics,Sung Kyun Kwan University(skku.edu)', 'Mathematical Sciences,Seoul National University(snu.ac.kr)']","8 February, 2024"
"Guiding LLMs The Right Way: Fast, Non-Invasive Constrained Generation","['Luca Beurer-Kellner', 'Marc Fischer', 'Martin Vechev']","['ETHZ - ETH Zurich(ethz.ch)', 'Snyk(snyk.io)', 'Computer Science,ETHZ - ETH Zurich(ethz.ch)']",March 2024
"Peeking with PEAK: Sequential, Nonparametric Composite Hypothesis Tests for Means of Multiple Data Streams","['Brian M Cho', 'Kyra Gan', 'Nathan Kallus']","['ORIE,Cornell University(cornell.edu)', 'Not Found', 'Machine Learning & Inference Research,Netflix(netflix.com)']","8 February, 2024"
DUPLEX: Dual GAT for Complex Embedding of Directed Graphs,"['Zhaoru Ke', 'Hang Yu', 'Jianguo Li', 'Haipeng Zhang']","['ShanghaiTech University(shanghaitech.edu.cn)', 'Ant Group(antgroup.com)', 'Ant Group(antgroup.com)', 'ShanghaiTech University(shanghaitech.edu.cn)']","8 June, 2024"
Exploiting Human-AI Dependence for Learning to Defer,"['Zixi Wei', 'Yuzhou Cao', 'Lei Feng']","['Tsinghua University(mails.tsinghua.edu.cn)', 'Nanyang Technological University(ntu.edu)', 'School of Computer Science and Engineering,Southeast University(seu.edu.cn)']",Not Found
Iterative Search Attribution for Deep Neural Networks,"['Zhiyu Zhu', 'Huaming Chen', 'Xinyi Wang', 'Jiayu Zhang', 'Zhibo Jin', 'Jason Xue', 'Jun Shen']","['University of Technology Sydney(uts.edu.au)', 'Not Found', 'Faculty of Computer Science & Information Technology,Universiti Malaya(um.edu.my)', 'Changshu Institute of Technology(cslg.edu)', 'University of Technology Sydney(student.uts.edu.au)', 'Not Found', 'School of Computing and Information Technology,University of Wollongong(uow.edu.au)']",Not Found
Latent Logic Tree Extraction for Event Sequence Explanation from LLMs,"['Zitao Song', 'Chao Yang', 'Chaojie Wang', 'Bo An', 'Shuang Li']","['Department of Computer Science,Purdue University(purdue.edu)', 'The Chinese University of Hong Kong, Shenzhen(cuhk.edu.cn)', 'Skywork AI(kunlun-inc.com)', 'College of Computing and Data Science,Nanyang Technological University(ntu.edu.sg)', 'The Chinese University of Hong Kong (Shenzhen)(cuhk.edu.cn)']","3 June, 2024"
Understanding Finetuning for Factual Knowledge Extraction,"['Gaurav Rohit Ghosal', 'Tatsunori Hashimoto', 'Aditi Raghunathan']","['Pennsylvania,CMU, Carnegie Mellon University(andrew.cmu.edu)', 'Stanford University(stanford.edu)', 'Carnegie Mellon University(cmu.edu)']",June 2024
Pruner-Zero: Evolving Symbolic Pruning Metric From Scratch for Large Language Models,"['Peijie Dong', 'Lujun Li', 'Zhenheng Tang', 'Xiang Liu', 'Xinglin Pan', 'Qiang Wang', 'Xiaowen Chu']","['The Hong Kong University of Science and Technology (Guang Zhou)(connect.hkust-gz.edu.cn)', 'Not Found', 'The Hong Kong University of Science and Technology(hkust.edu.hk)', 'DSA,Hong Kong University of Science and Technology (Guang Zhou))(hkust-gz.edu.cn)', 'DSA Thrust,The Hong Kong University of Science and Technology (Guangzhou)(hkust-gz.edu.cn)', 'Computer Science and Technology,Harbin Institute of Technology(hit.edu.cn)', 'Data Science and Analytics,Hong Kong University of Science and Technology (Guangzhou)(ust.hk)']",June 2024
tinyBenchmarks: evaluating LLMs with fewer examples,"['Felipe Maia Polo', 'Lucas Weber', 'Leshem Choshen', 'Yuekai Sun', 'Gongjun Xu', 'Mikhail Yurochkin']","['University of Michigan - Ann Arbor(umich.edu)', 'Fraunhofer IIS(iis.fraunhofer.de)', 'Massachusetts Institute of Technology(mit.edu)', 'University of Michigan - Ann Arbor(umich.edu)', 'University of Michigan - Ann Arbor(umich.edu)', 'Institute of Foundation Models,Mohamed bin Zayed University of Artificial Intelligence(mbzuai.ac.ae)']","22 February, 2024"
The Surprising Effectiveness of Skip-Tuning in Diffusion Sampling,"['Jiajun Ma', 'Shuchen Xue', 'Tianyang Hu', 'Wenjia Wang', 'Zhaoqiang Liu', 'Zhenguo Li', 'Zhi-Ming Ma', 'Kenji Kawaguchi']","[""Huawei Noah's Ark Lab(huawei.com)"", 'Adobe Systems(adobe.com)', 'School of Data Science,The Chinese University of Hong Kong, Shenzhen(cuhk.edu.cn)', 'HKUST (GZ)(hkust-gz.edu.cn)', 'University of Electronic Science and Technology of China(uestc.edu.cn)', 'Department of Computer Science and Engineering, Hong Kong University of Science and Technology(cse.ust.hk)', 'Academy of Mathematics and Systems Science, Chinese Academy of Sciences, Chinese Academy of Sciences(amss.ac.cn)', 'National University of Singapore(nus.edu)']",February 2024
Unveiling the Cycloid Trajectory of EM Iterations in Mixed Linear Regression,"['Zhankun Luo', 'Abolfazl Hashemi']","['Purdue University(purdue.edu)', 'ECE,Purdue University(purdue.edu)']","28 May, 2024"
RoboMP$^2$: A Robotic Multimodal Perception-Planning Framework with Multimodal Large Language Models,"['Qi Lv', 'Hao Li', 'Xiang Deng', 'Rui Shao', 'Michael Y Wang', 'Liqiang Nie']","['OpenRobotLab,Shanghai Artificial Intelligence Laboratory(pjlab.org.cn)', 'Computer Science and Technology,Harbin Institute of Technology(stu.hit.edu.cn)', 'Not Found', 'School of Computer Science and Technology,Harbin Institute of Technology(hit.edu.cn)', 'School of Engineering,Great Bay University(gbu.edu.cn)', 'Harbin Institute of Technology (Shenzhen)(hit.edu.cn)']","7 April, 2024"
Consistent Diffusion Meets Tweedie: Training Exact Ambient Diffusion Models with Noisy Data,"['Giannis Daras', 'Alex Dimakis', 'Constantinos Costis Daskalakis']","['CSAIL,Massachusetts Institute of Technology(mit.edu)', 'EECS,Electrical Engineering & Computer Science Department, University of California, Berkeley(eecs.berkeley.edu)', 'Massachusetts Institute of Technology(mit.edu)']","20 March, 2024"
Token-level Direct Preference Optimization,"['Yongcheng Zeng', 'Guoqing Liu', 'Weiyu Ma', 'Ning Yang', 'Haifeng Zhang', 'Jun Wang']","['Institute of automation, Chinese academy of science, Chinese Academy of Sciences(ia.ac.cn)', 'Microsoft Research(microsoft.com)', 'King Abdullah University of Science and Technology(kaust.edu.sa)', 'Institute of automation, Chinese academy of science, Chinese Academy of Sciences,Institute of automation, Chinese academy of science, Chinese Academy of Sciences(ia.ac.cn)', 'Institute of automation, Chinese academy of science, Chinese Academy of Sciences(ia.ac.cn)', 'Not Found']",June 2025
Mean Field Langevin Actor-Critic: Faster Convergence and Global Optimality beyond Lazy Learning,"['Kakei Yamamoto', 'Kazusato Oko', 'Zhuoran Yang', 'Taiji Suzuki']","['Not Found', 'Not Found', 'Not Found', 'Not Found']",Not Found
Enabling Uncertainty Estimation in Iterative Neural Networks,"['Nikita Durasov', 'Doruk Oner', 'Jonathan Donier', 'Hieu Le', 'Pascal Fua']","['Not Found', 'Not Found', 'Not Found', 'Not Found', 'Not Found']","25 March, 2024"
Clifford-Steerable Convolutional Neural Networks,"['Maksim Zhdanov', 'David Ruhe', 'Maurice Weiler', 'Ana Lucic', 'Johannes Brandstetter', 'Patrick Forré']","['Not Found', 'Not Found', 'Not Found', 'Not Found', 'Not Found', 'Not Found']","22 February, 2024"
