Title,Authors,Institutes,Submission Date
Compositional simulation-based inference for time series,"['Manuel Gloeckler', 'Shoji Toyota', 'Kenji Fukumizu', 'Jakob H. Macke']","['Machine Learning in Science,University of Tuebingen(uni-tuebingen.de)', 'Kyushu University(ait.kyusu-u.ac.jp)', 'Preferred Networks, Inc.(preferred.jp)', 'University of Tuebingen(uni-tuebingen.de)']","4 November, 2024"
Bayesian Treatment of the Spectrum of the Empirical Kernel in (Sub)Linear-Width Neural Networks,"['Ouns El Harzli', 'Bernardo Cuenca Grau']","['University of Oxford(ox.ac.uk)', 'Computer Science,University of Oxford(cs.ox.ac.uk)']",Not Found
When GNNs meet symmetry in ILPs: an orbit-based feature augmentation approach,"['Qian Chen', 'Lei Li', 'Qian Li', 'Jianghua Wu', 'Akang Wang', 'Ruoyu Sun', 'Xiaodong Luo', 'Tsung-Hui Chang', 'Qingjiang Shi']","['The Chinese University of Hong Kong, Shenzhen(cuhk.edu.cn)', 'The Chinese University of Hong Kong(cuhk.edu.cn)', 'Shenzhen lnternational Center For Industrial And Applied Mathematics,Shenzhen Research Institute of Big Data(sribd.cn)', 'Shenzhen Research Institute of Big Data(sribd.cn)', 'Shenzhen Research Institute of Big Data(sribd.cn)', 'School of Data Science,The Chinese University of Hong Kong(cuhk.edu.cn)', 'Solver Lab,Shenzhen Research Institute of Big Data(sribd.cn)', 'Not Found', 'School of Software Engineering,Tongji University(tongji.edu.cn)']","23 January, 2025"
Optimal Transport for Time Series Imputation,"['Hao Wang', 'zhengnan li', 'Haoxuan Li', 'Xu Chen', 'Mingming Gong', 'BinChen', 'Zhichao Chen']","['Not Found', 'Sds,The Chinese University of Hong Kong Shenzhen(link.cuhk.edu.cn)', 'Center for Data Science,Peking University(pku.edu.cn)', 'AI,Renmin University of China(ruc.edu.cn)', 'Not Found', 'Not Found', 'Not Found']",Not Found
Video Action Differencing,"['James Burgess', 'Xiaohan Wang', 'Yuhui Zhang', 'Anita Rau', 'Alejandro Lozano', 'Lisa Dunlap', 'Trevor Darrell', 'Serena Yeung-Levy']","['Not Found', 'Not Found', 'Not Found', 'Not Found', 'Not Found', 'Not Found', 'Not Found', 'Not Found']",March 2025
GANDALF: Generative AttentioN based Data Augmentation and predictive modeLing Framework for personalized cancer treatment,"['Aishwarya Jayagopal', 'Yanrong Zhang', 'Robert John Walsh', 'Tuan Zea Tan', 'Anand D Jeyasekharan', 'Vaibhav Rajan']","['Not Found', 'Not Found', 'Not Found', 'Not Found', 'Not Found', 'Not Found']",Not Found
RaSA: Rank-Sharing Low-Rank Adaptation,"['Zhiwei He', 'Zhaopeng Tu', 'Xing Wang', 'Xingyu Chen', 'Zhijie Wang', 'Jiahao Xu', 'Tian Liang', 'Wenxiang Jiao', 'Zhuosheng Zhang', 'Rui Wang']","['Not Found', 'Not Found', 'Not Found', 'Not Found', 'Not Found', 'Not Found', 'Not Found', 'Not Found', 'Not Found', 'Not Found']",March 2025
Scaling Speech-Text Pre-training with Synthetic Interleaved Data,"['Aohan Zeng', 'Zhengxiao Du', 'Mingdao Liu', 'Lei Zhang', 'shengmin jiang', 'Yuxiao Dong', 'Jie Tang']","['Not Found', 'Not Found', 'Not Found', 'Not Found', 'Not Found', 'Not Found', 'Not Found']","26 November, 2024"
Offline Model-Based Optimization by Learning to Rank,"['Rong-Xi Tan', 'Ke Xue', 'Shen-Huan Lyu', 'Haopu Shang', 'yaowang', 'Yaoyuan Wang', 'Fu Sheng', 'Chao Qian']","['Not Found', 'Not Found', 'Not Found', 'Not Found', 'Not Found', 'Not Found', 'Not Found', 'Not Found']","15 October, 2024"
From Search to Sampling: Generative Models for Robust Algorithmic Recourse,"['Prateek Garg', 'Lokesh Nagalapatti', 'Sunita Sarawagi']","['Not Found', 'Not Found', 'Not Found']",May 2025
Neural Wave Equation for Irregularly Sampled Sequence Data,"['Arkaprava Majumdar', 'M Anand Krishna', 'P. K. Srijith']","['Not Found', 'Not Found', 'Not Found']",Not Found
ComaDICE: Offline Cooperative Multi-Agent Reinforcement Learning with Stationary Distribution Shift Regularization,"['The Viet Bui', 'Thanh Hong Nguyen', 'Tien Anh Mai']","['Not Found', 'Not Found', 'Not Found']",October 2024
Probabilistic Conformal Prediction with Approximate Conditional Validity,"['Vincent Plassier', 'Alexander Fishkov', 'Mohsen Guizani', 'Maxim Panov', 'Eric Moulines']","['Not Found', 'Not Found', 'Not Found', 'Not Found', 'Not Found']","1 July, 2024"
Rethinking Neural Multi-Objective Combinatorial Optimization via Neat Weight Embedding,"['Jinbiao Chen', 'Zhiguang Cao', 'Jiahai Wang', 'Yaoxin Wu', 'Hanzhang Qin', 'Zizhen Zhang', 'Yue-Jiao Gong']","['Not Found', 'Not Found', 'Not Found', 'Not Found', 'Not Found', 'Not Found', 'Not Found']",Not Found
Robust Root Cause Diagnosis using In-Distribution Interventions,"['Lokesh Nagalapatti', 'Ashutosh Srivastava', 'Sunita Sarawagi', 'Amit Sharma']","['Not Found', 'Not Found', 'Not Found', 'Not Found']",May 2025
Boosting Neural Combinatorial Optimization for Large-Scale Vehicle Routing Problems,"['Fu Luo', 'Xi Lin', 'Yaoxin Wu', 'Zhenkun Wang', 'Tong Xialiang', 'Mingxuan Yuan', 'Qingfu Zhang']","['Not Found', 'Not Found', 'Not Found', 'Not Found', 'Not Found', 'Not Found', 'Computer Science,City University of Hong Kong(cityu.edu.hk)']",Not Found
Sensitivity Verification for Additive Decision Tree Ensembles,"['Arhaan Ahmad', 'Tanay Vineet Tayal', 'Ashutosh Gupta', 'S. Akshay']","['Computer Science and Engineering,Indian Institute of Technology, Bombay(iitb.ac.in)', 'Computer Science,Indian Institute of Technology, Bombay, Dhirubhai Ambani Institute Of Information and Communication Technology(iitb.ac.in)', 'Not Found', 'CSE,Indian Institute of Technology Bombay, Indian Institute of Technology, Bombay(cse.iitb.ac.in)']",Not Found
Monte Carlo Planning with Large Language Model for Text-Based Game Agents,"['Zijing Shi', 'Meng Fang', 'Ling Chen']","['University of Technology Sydney(uts.edu.au)', 'University of Liverpool(liverpool.ac.uk)', 'Faculty of Engineering & IT,University of Technology Sydney(uts.edu.au)']",April 2025
Actions Speak Louder Than Words: Rate-Reward Trade-off in Markov Decision Processes,"['Haotian Wu', 'Gongpu Chen', 'Deniz Gunduz']","['EEE,Imperial College London(imperial.ac.uk)', 'Department of Electrical and Electronic Engineering,Imperial College London(imperial.ac.uk)', 'Electrical and Electronic Engineering,Imperial College London(imperial.ac.uk)']","5 February, 2025"
A Statistical Framework for Ranking LLM-based Chatbots,"['Siavash Ameli', 'Siyuan Zhuang', 'Ion Stoica', 'Michael W. Mahoney']","['Statistics,University of California, Berkeley(berkeley.edu)', 'EECS,University of California Berkeley(berkeley.edu)', 'EECS,University of California, Berkeley(berkeley.edu)', 'Not Found']","24 December, 2024"
ONLINE EPSILON NET & PIERCING SET FOR GEOMETRIC CONCEPTS,"['Sujoy Bhore', 'Devdan Dey', 'Satyam Singh']","['Not Found', 'CSE,Indian Institute of Technology, Bombay(iitb.ac.in)', 'Computer science and engineering,Indian Institute of Technology Bombay, Indian Institute of Technology, Bombay(cse.iitb.ac.in)']",October 2024
SimulPL: Aligning Human Preferences in Simultaneous Machine Translation,"['Donglei Yu', 'Yang Zhao', 'Jie Zhu', 'Yangyifan Xu', 'Yu Zhou', 'Chengqing Zong']","['Institute of automation, Chinese academy of science, Chinese Academy of Sciences,Institute of automation, Chinese academy of science, Chinese Academy of Sciences(ia.ac.cn)', 'Institute of automation, Chinese academy of science, Chinese Academy of Sciences(ia.ac.cn)', 'Graduate School of Translation and Interpretation,Beijing Foreign Studies University(bfsu.edu.cn)', 'School of Artificial Intelligence,University of the Chinese Academy of Sciences(ucas.ac.cn)', 'casia,Institute of Automation, Chinese Academy of Sciences(nlpr.ia.ac.cn)', 'Institute of automation, Chinese academy of science, Chinese Academy of Sciences(ia.ac.cn)']","1 February, 2025"
Neural Interactive Proofs,"['Lewis Hammond', 'Sam Adam-Day']","['University of Oxford(ox.ac.uk)', 'University of Oxford(ox.ac.uk)']","11 December, 2024"
Oracle efficient truncated statistics,"['Konstantinos Karatapanis', 'Vasilis Kontonis', 'Christos Tzamos']","['Machine Learning Foundations,Archimedes/Athena RC, Greece(athenarc.gr)', ', University of Texas at Austin(cs.utexas.edu)', 'University of Athens(uoa.gr)']",Not Found
Drop-Upcycling: Training Sparse Mixture of Experts with Partial Re-initialization,"['Taishi Nakamura', 'Takuya Akiba', 'Kazuki Fujii', 'Yusuke Oda', 'Rio Yokota', 'Jun Suzuki']","['Institute of Science Tokyo(titech.ac.jp)', 'Sakana AI(sakana.ai)', 'Computer Science,Institute of Science Tokyo(isct.ac.jp)', 'National Institute of Informatics(nii.ac.jp)', 'Institute of Science Tokyo(isct.ac.jp)', 'Tohoku University(tohoku.ac.jp)']","26 February, 2025"
Black-Box Detection of Language Model Watermarks,"['Thibaud Gloaguen', 'Nikola Jovanović', 'Robin Staab', 'Martin Vechev']","['ETH Zurich(ethz.ch)', 'ETHZ - ETH Zurich(ethz.ch)', 'Computer Science,ETHZ - ETH Zurich(ethz.ch)', 'Computer Science,ETHZ - ETH Zurich(ethz.ch)']",October 2025
ProAdvPrompter: A Two-Stage Journey to Effective Adversarial Prompting for LLMs,"['Hao Di', 'Tong He', 'Haishan Ye', 'Yinghui Huang', 'Xiangyu Chang', 'Guang Dai', 'Ivor Tsang']","[""School of Management,Xi'an Jiaotong University(xjtu.edu.cn)"", ""management science,Xi'an Jiaotong University(xjtu.edu.cn)"", ""Xi'an Jiaotong University(xjtu.edu.cn)"", ""Department of Information Systems and Intelligent Business,Xi'an Jiaotong University(xjtu.edu.cn)"", ""Xi'an Jiaotong University(xjtu.edu.cn)"", 'SGIT AI(sgcc.com.cn)', 'A*STAR(cfar.a-star.edu.sg)']",Not Found
Ward: Provable RAG Dataset Inference via LLM Watermarks,"['Nikola Jovanović', 'Robin Staab', 'Maximilian Baader', 'Martin Vechev']","['ETHZ - ETH Zurich(ethz.ch)', 'Computer Science,ETHZ - ETH Zurich(ethz.ch)', 'Snyk(snyk.io)', 'Computer Science,ETHZ - ETH Zurich(ethz.ch)']","4 October, 2024"
SCOPE: A Self-supervised Framework for Improving Faithfulness in Conditional Text Generation,"['Song Duong', 'Florian Le Bronnec', 'Alexandre Allauzen', 'Vincent Guigue', 'Alberto Lumbreras', 'Laure Soulier', 'Patrick Gallinari']","['Criteo(criteo.com)', 'Université Paris-Dauphine (Paris IX)(lamsade.dauphine.fr)', 'Ecole Supérieure de Physique et de Chimie Industrielles(espci.fr)', 'AgroParisTech(agroparistech.fr)', 'Criteo(criteo.com)', 'Not Found', 'Criteo AI Lab(criteo.com)']",February 2025
Clique Number Estimation via Differentiable Functions of Adjacency Matrix Permutations,"['Indradyumna Roy', 'Eeshaan Jain', 'Soumen Chakrabarti', 'Abir De']","['CSE,Indian Institute of Technology Bombay(iitb.ac.in)', 'Computer Science,EPFL - EPF Lausanne(epfl.ch)', 'Indian Institute of Technology Bombay(iitb.ac.in)', 'CSE,Indian Institute of Technology Bombay,(iitb.ac.in)']",Not Found
Reliable and Diverse Evaluation of LLM Medical Knowledge Mastery,"['Yuxuan Zhou', 'Xien Liu', 'Chen Ning', 'Xiao Zhang', 'Ji Wu']","['Department of Electronic Engineering,Tsinghua University, Tsinghua University(tsinghua.edu.cn)', 'Department of Electronic Engineering,Tsinghua University(mail.tsinghua.edu.cn)', 'Department of Electronic Engineering,Tsinghua University(tsinghua.edu.cn)', 'Tsinghua University, Tsinghua University(tsinghua.edu.cn)', 'Tsinghua University, Tsinghua University(tsinghua.edu.cn)']","21 September, 2024"
SWE-Search: Enhancing Software Agents with Monte Carlo Tree Search and Iterative Refinement,"['Antonis Antoniades', 'Albert Örwall', 'Kexun Zhang', 'Yuxi Xie', 'Anirudh Goyal', 'William Yang Wang']","['Computer Science,University of California, Santa Barbara(ucsb.edu)', 'Moatless AI(moatless.ai)', 'Carnegie Mellon University(cmu.edu)', 'University of California, Santa Barbara(ucsb.edu)', 'Not Found', 'Not Found']","26 October, 2024"
Language Models are Advanced Anonymizers,"['Robin Staab', 'Mark Vero', 'Mislav Balunovic', 'Martin Vechev']","['Not Found', 'Not Found', 'Not Found', 'Not Found']","21 February, 2024"
ADAM: An Embodied Causal Agent in Open-World Environments,"['Shu Yu', 'Chaochao Lu']","['Not Found', 'Not Found']",October 2024
Expected Return Symmetries,"['Darius Muglich', 'Johannes Forkel', 'Elise van der Pol', 'Jakob Nicolaus Foerster']","['Not Found', 'Not Found', 'Not Found', 'Not Found']","3 February, 2025"
Beware of Calibration Data for Pruning Large Language Models,"['Yixin Ji', 'Yang Xiang', 'Juntao Li', 'Qingrong Xia', 'Ping Li', 'Xinyu Duan', 'Zhefeng Wang', 'Min Zhang']","['Not Found', 'Not Found', 'Not Found', 'Not Found', 'Not Found', 'Not Found', 'Not Found', 'Not Found']","23 October, 2024"
Herald: A Natural Language Annotated Lean 4 Dataset,"['Guoxiong Gao', 'Yutong Wang', 'Jiedong Jiang', 'Qi Gao', 'Zihan Qin', 'Tianyi Xu', 'Bin Dong']","['Not Found', 'Not Found', 'Not Found', 'Not Found', 'Not Found', 'Not Found', 'Not Found']","9 October, 2024"
Efficient Residual Learning with Mixture-of-Experts for Universal Dexterous Grasping,"['Ziye Huang', 'Haoqi Yuan', 'Yuhui Fu', 'Zongqing Lu']","['Not Found', 'Not Found', 'Not Found', 'Not Found']",October 2024
DPLM-2: A Multimodal Diffusion Protein Language Model,"['Xinyou Wang', 'Zaixiang Zheng', 'Fei YE', 'Dongyu Xue', 'Shujian Huang', 'Quanquan Gu']","['Not Found', 'Not Found', 'Not Found', 'Not Found', 'Not Found', 'Not Found']",October 2024
Web Agents with World Models: Learning and Leveraging Environment Dynamics in Web Navigation,"['Hyungjoo Chae', 'Namyoung Kim', 'Kai Tzu-iunn Ong', 'Minju Gwak', 'Gwanwoo Song', 'Jihoon Kim', 'Sunghwan Kim', 'Dongha Lee', 'Jinyoung Yeo']","['Not Found', 'Not Found', 'Not Found', 'Not Found', 'Not Found', 'Not Found', 'Not Found', 'Not Found', 'Not Found']","17 October, 2024"
HyperFace: Generating Synthetic Face Recognition Datasets by Exploring Face Embedding Hypersphere,"['Hatef Otroshi Shahreza', 'Sébastien Marcel']","['Not Found', 'Not Found']","13 November, 2024"
Language Imbalance Driven Rewarding for Multilingual Self-improving,"['Wen Yang', 'Junhong Wu', 'Chen Wang', 'Chengqing Zong', 'Jiajun Zhang']","['Not Found', 'Not Found', 'Not Found', 'Not Found', 'Not Found']","11 October, 2024"
Quantum-PEFT: Ultra parameter-efficient fine-tuning,"['Toshiaki Koike-Akino', 'Francesco Tonin', 'Yongtao Wu', 'Frank Zhengqing Wu', 'Leyla Naz Candogan', 'Volkan Cevher']","['Not Found', 'Not Found', 'Not Found', 'Computer Science,EPFL(ic.epfl.ch)', 'EDIC,EPFL - EPF Lausanne(epfl.ch)', 'EPFL - EPF Lausanne(epfl.ch)']",March 2025
Think Then React: Towards Unconstrained Action-to-Reaction Motion Generation,"['Wenhui Tan', 'Boyuan Li', 'Chuhao Jin', 'Wenbing Huang', 'Xiting Wang', 'Ruihua Song']","['Renmin University of China(ruc.edu.cn)', 'Gaoling School of Artificial Intelligence,Renmin University of China(ruc.edu.cn)', 'Renmin University of China(ruc.edu.cn)', 'Renmin University of China(ruc.edu.cn)', 'Renmin University of China(ruc.edu.cn)', 'Renmin University of China(ruc.edu.cn)']",Not Found
Rapid Selection and Ordering of In-Context Demonstrations via Prompt Embedding Clustering,"['Kha Pham', 'Hung Le', 'Man Ngo', 'Truyen Tran']","['Deakin University(deakin.edu.au)', 'Deakin University(deakin.edu.au)', 'Ho Chi Minh city University of Science, Vietnam National University(hcmus.edu.vn)', 'Applied AI Institute (A2I2),Deakin University(deakin.edu.au)']",Not Found
Asymptotic Analysis of Two-Layer Neural Networks after One Gradient Step under Gaussian Mixtures Data with Structure,"['Samet Demir', 'Zafer Dogan']","['Computer Science and Engineering,Koc University(ku.edu.tr)', 'Koc University(ku.edu.tr)']","2 March, 2025"
OCEAN: Offline Chain-of-thought Evaluation and Alignment in Large Language Models,"['Junda Wu', 'Xintong Li', 'Ruoyu Wang', 'Yu Xia', 'Yuxin Xiong', 'Jianing Wang', 'Tong Yu', 'Xiang Chen', 'Branislav Kveton', 'Lina Yao', 'Jingbo Shang', 'Julian McAuley']","['University of California, San Diego(ucsd.edu)', 'Computer Science and Engineer,University of California, San Diego(ucsd.edu)', 'University of New South Wales(unsw.edu.au)', 'University of California, San Diego(ucsd.edu)', 'University of California, San Diego(ucsd.edu)', 'Meituan(meituan.com)', 'Adobe Research(adobe.com)', 'Adobe Systems(adobe.com)', 'Adobe Research(adobe.com)', 'University of New South Wales(unsw.edu.au)', 'University of California, San Diego(ucsd.edu)', 'Computer Science,University of California, San Diego, University of California, San Diego(eng.ucsd.edu)']",October 2024
Distribution-Free Data Uncertainty for Neural Network Regression,"['Domokos M. Kelen', 'Ádám Jung', 'Péter Kersch', 'Andras A Benczur']","['HUN-REN SZTAKI(sztaki.hu)', 'Mathematics,Eötvös Lorand University(elte.hu)', 'Ericsson(ericsson.com)', 'Artificial Intelligence Research Laboratory,Institute for Computer Science and Control, Hungary(sztaki.hu)']",Not Found
SOO-Bench: Benchmarks for Evaluating the Stability of Offline Black-Box Optimization,"['Hong Qian', 'Yiyi Zhu', 'Xiang Shu', 'Shuo Liu', 'Yaolin Wen', 'Xin An', 'Huakang Lu', 'Aimin Zhou', 'Ke Tang', 'Yang Yu']","['East China Normal University(ecnu.edu.cn)', 'School of Computer Science and Technology,East China Normal University(stu.ecnu.edu.cn)', 'Ant Group(antgroup.com)', 'Game AI,Tencent Game AI Lab(tencent.com)', 'School of Computer Science and Technology,East China Normal University(ecnu.edu.cn)', 'East China Normal University(ecnu.edu)', 'East China Normal University(ecnu.edu.cn)', 'Not Found', 'Southern University of Science and Technology(sustech.edu.cn)', 'School of Artificial Intelligence,Nanjing University(nju.edu.cn)']",Not Found
Understanding and Enhancing Safety Mechanisms of LLMs via Safety-Specific Neuron,"['Yiran Zhao', 'Wenxuan Zhang', 'Yuxi Xie', 'Anirudh Goyal', 'Kenji Kawaguchi', 'Michael Shieh']","['School of Computing,National University of Singapore(u.nus.edu)', 'Singapore University of Technology and Design(sutd.edu.sg)', 'University of California, Santa Barbara(ucsb.edu)', 'Google DeepMind(google.com)', 'National University of Singapore(nus.edu)', 'Not Found']",Not Found
Long Context Compression with Activation Beacon,"['Peitian Zhang', 'Zheng Liu', 'Shitao Xiao', 'Ninglu Shao', 'Qiwei Ye', 'Zhicheng Dou']","['Gaoling School of Artificial Intelligence,Renmin University of China(ruc.edu.cn)', 'Research, Microsoft(research.microsoft.com)', 'Computer,Beijing Academy of Artificial Intelligence(baai.ac.cn)', 'Renmin University of China(ruc.edu.cn)', 'Beijing Academy of Artificial Intelligence(baai.ac.cn)', 'Gaoling School of Artificial Intelligence,Renmin University of China(ruc.edu.cn)']","7 January, 2024"
LASeR: Towards Diversified and Generalizable Robot Design with Large Language Models,"['Junru Song', 'Yang Yang', 'Huan Xiao', 'Wei Peng', 'Wen Yao', 'Feifei Wang']","['Shanghai Jiao Tong University(sjtu.edu.cn)', 'Intelligence Game and Decision Laboratory(pku.org.cn)', 'School of Statistics,Renmin University of China(ruc.edu.cn)', 'Chinese Academy of Military Science(nudt.edu.cn)', 'National University of Defense Technology(nudt.edu.cn)', 'School of Statistics,Renmin University of China(ruc.edu.cn)']",Not Found
Be More Diverse than the Most Diverse: Optimal Mixtures of Generative Models via Mixture-UCB Bandit Algorithms,"['Parham Rezaei', 'Farzan Farnia', 'Cheuk Ting Li']","['Institute of Science and Technology Austria(ista.ac.at)', 'Computer Science and Engineering,The Chinese University of Hong Kong(cuhk.edu.hk)', 'Department of Information Engineering,The Chinese University of Hong Kong(cuhk.edu.hk)']","23 December, 2024"
Arithmetic Transformers Can Length-Generalize in Both Operand Length and Count,"['Hanseul Cho', 'Jaeyoung Cha', 'Srinadh Bhojanapalli', 'Chulhee Yun']","['Korea Advanced Institute of Science & Technology(kaist.ac.kr)', 'AI,Korea Advanced Institute of Science & Technology(kaist.ac.kr)', 'Google(google.com)', 'Google(google.com)']","21 October, 2024"
Stealthy Shield Defense: A Conditional Mutual Information-Based Approach against Black-Box Model Inversion Attacks,"['Tianqu Zhuang', 'Hongyao Yu', 'Yixiang Qiu', 'Hao Fang', 'Bin Chen', 'Shu-Tao Xia']","['Not Found', 'Tsinghua Shenzhen International Graduate School,Tsinghua University(mails.tsinghua.edu.cn)', 'Shenzhen International Graduate School,Tsinghua University(mails.tsinghua.edu.cn)', 'Not Found', 'Not Found', 'Not Found']",Not Found
NovelQA: Benchmarking Question Answering on Documents Exceeding 200K Tokens,"['Cunxiang Wang', 'Ruoxi Ning', 'Boqi Pan', 'Tonghui Wu', 'Qipeng Guo', 'Cheng Deng', 'Guangsheng Bao', 'Xiangkun Hu', 'Zheng Zhang', 'Qian Wang', 'Yue Zhang']","['Not Found', 'Not Found', 'Not Found', 'Not Found', 'Not Found', 'Not Found', 'Not Found', 'Not Found', 'Not Found', 'Not Found', 'Not Found']","18 March, 2024"
Look Before You Leap: Universal Emergent Mechanism for Retrieval in Language Models,"['Alexandre Variengien', 'Eric Winsor']","['Not Found', 'Not Found']",Not Found
A Multi-Power Law for Loss Curve Prediction Across Learning Rate Schedules,"['Kairong Luo', 'Haodong Wen', 'Shengding Hu', 'Zhenbo Sun', 'Zhiyuan Liu', 'Maosong Sun', 'Kaifeng Lyu', 'Wenguang Chen']","['Not Found', 'Not Found', 'Not Found', 'Not Found', 'Not Found', 'Not Found', 'Not Found', 'Not Found']",March 2025
LLaVA-Mini: Efficient Image and Video Large Multimodal Models with One Vision Token,"['Shaolei Zhang', 'Qingkai Fang', 'Zhe Yang', 'Yang Feng']","['Not Found', 'Not Found', 'Not Found', 'Not Found']","7 January, 2025"
URLOST: Unsupervised Representation Learning without Stationarity or Topology,"['Zeyu Yun', 'Juexiao Zhang', 'Yann LeCun', 'Yubei Chen']","['Not Found', 'Not Found', 'Not Found', 'Not Found']","6 October, 2023"
One-for-All Few-Shot Anomaly Detection via Instance-Induced Prompt Learning,"['Wenxi Lv', 'Qinliang Su', 'Wenchao Xu']","['Not Found', 'Not Found', 'Not Found']",Not Found
K-HALU: Multiple Answer Korean Hallucination Benchmark for Large Language Models,"['Jaehyung Seo', 'Heuiseok Lim']","['Not Found', 'Not Found']",Not Found
Charting the Design Space of Neural Graph Representations for Subgraph Matching,"['Vaibhav Raj', 'Indradyumna Roy', 'Ashwin Ramachandran', 'Soumen Chakrabarti', 'Abir De']","['Not Found', 'Not Found', 'Not Found', 'Not Found', 'Not Found']",October 2025
Convergence and Implicit Bias of Gradient Descent on Continual Linear Classification,"['Hyunji Jung', 'Hanseul Cho', 'Chulhee Yun']","['Not Found', 'Not Found', 'Not Found']","17 April, 2025"
