Title,Authors,Institutes,Submission Date
Prefix Conditioning Unifies Language and Label Supervision,"['Kuniaki Saito', 'Kihyuk Sohn', 'Xiang Zhang', 'Chun-Liang Li', 'Chen-Yu Lee', 'Kate Saenko', 'Tomas Pfister']","['Omron SinicX', 'Google', 'Google', 'Google', None, 'Meta / Boston University', 'Google']","2 June, 2022"
Pic2Word: Mapping Pictures to Words for Zero-Shot Composed Image Retrieval,"['Kuniaki Saito', 'Kihyuk Sohn', 'Xiang Zhang', 'Chun-Liang Li', 'Chen-Yu Lee', 'Kate Saenko', 'Tomas Pfister']","['Omron SinicX', 'Google', 'Google', 'Google', None, 'Meta / Boston University', 'Google']","6 February, 2023"
Visual Prompt Tuning for Generative Transfer Learning,"['Kihyuk Sohn', 'Huiwen Chang', 'José Lezama', 'Luisa Polania', 'Han Zhang', 'Yuan Hao', 'Irfan Essa', 'Lu Jiang']","['Google', 'Google', 'Google Research', 'University of Delaware', 'Rutgers University', 'Google', 'Georgia Institute of Technology', 'Google / CMU']",October 2022
GEN: Pushing the Limits of Softmax-Based Out-of-Distribution Detection,"['Xixi Liu', 'Yaroslava Lochman', 'Christopher Zach']","['Chalmers University of Technology', None, 'Chalmers University']",Not Found
Masked Wavelet Representation for Compact Neural Radiance Fields,"['Daniel Rho', 'Byeonghyeon Lee', 'Seungtae Nam', 'Joo Chan Lee', 'Jong Hwan Ko', 'Eunbyung Park']","['Korea Telecom Research', 'Sungkyunkwan University(SKKU) Department of Artificial Intelligence', 'Sungkyunkwan University', 'Sungkyunkwan University', 'Sungkyunkwan University (SKKU)', 'SKKU']","18 December, 2022"
MIME: Human-Aware 3D Scene Generation,"['Hongwei Yi', 'Chun-Hao P. Huang', 'Shashank Tripathi', 'Lea Hering', 'Justus Thies', 'Michael J. Black']","['Max Planck Institute for Intelligent Systems, Max-Planck Institute', 'Adobe Systems', 'Max Planck Institute for Intelligent Systems', 'Max Planck Institute for Intelligent Systems, Max-Planck Institute', 'Max-Planck Institute for Intelligent Systems', 'University of Tübingen']",December 2022
BITE: Beyond Priors for Improved Three-D Dog Pose Estimation,"['Nadine Rüegg', 'Shashank Tripathi', 'Konrad Schindler', 'Michael J. Black', 'Silvia Zuffi']","['ETH Zurich,       MPI Tuebingen', 'Max Planck Institute for Intelligent Systems', 'ETH Zurich', 'University of Tübingen', '']",Not Found
3D Human Pose Estimation via Intuitive Physics,"['Shashank Tripathi', 'Lea Müller', 'Chun-Hao P. Huang', 'Omid Taheri', 'Michael J. Black', 'Dimitrios Tzionas']","['Max Planck Institute for Intelligent Systems', 'University of California, Berkeley', 'Adobe Systems', '', 'University of Tübingen', 'University of Amsterdam']","31 March, 2023"
Heat Diffusion Based Multi-Scale and Geometric Structure-Aware Transformer for Mesh Segmentation,['Chi-Chong Wong'],[None],Not Found
DKM: Dense Kernelized Feature Matching for Geometry Estimation,"['Johan Edstedt', 'Ioannis Athanasiadis', 'Mårten Wadenbäck', 'Michael Felsberg']","['Computer Vision Laboratory, Linköping University', 'Linköping University', 'Linköping University', None]","1 February, 2022"
Balanced Product of Calibrated Experts for Long-Tailed Recognition,"['Emanuel Sanchez Aimar', 'Arvi Jonnarth', 'Michael Felsberg', 'Marco Kuhlmann']","['Linköping University', 'Linköping University', None, 'Linköping University']","10 June, 2022"
SLOPER4D: A Scene-Aware Dataset for Global 4D Human Pose Estimation in Urban Environments,"['Yudi Dai', 'Yitai Lin', 'Xiping Lin', 'Chenglu Wen', 'Lan Xu', 'Hongwei Yi', 'Siqi Shen', 'Yuexin Ma', 'Cheng Wang']","['Xiamen University', 'Xiamen University', 'Xiamen University', 'Xiamen University', None, 'Max Planck Institute for Intelligent Systems, Max-Planck Institute', 'Xiamen University', 'ShanghaiTech University', 'Xiamen University']","16 March, 2023"
CIMI4D: A Large Multimodal Climbing Motion Dataset Under Human-Scene Interactions,"['Ming Yan', 'Xin Wang', 'Yudi Dai', 'Siqi Shen', 'Chenglu Wen', 'Lan Xu', 'Yuexin Ma', 'Cheng Wang']","['Xiamen University', 'XMU', 'Xiamen University', 'Xiamen University', 'Xiamen University', None, 'ShanghaiTech University', 'Xiamen University']",March 2023
FIANCEE: Faster Inference of Adversarial Networks via Conditional Early Exits,"['Polina Karpikova', 'Ekaterina Radionova', 'Anastasia Yaschenko', 'Andrei Spiridonov', 'Leonid Kostyushko', 'Riccardo Fabbricatore', 'Aleksei Ivakhnenko']","[None, None, 'Samsung AI Center', 'Higher School of Economics', 'Lomonosov Moscow State University', 'Samsung', 'Samsung AI Center, Moscow']","20 April, 2023"
Connecting Vision and Language With Video Localized Narratives,"['Paul Voigtlaender', 'Soravit Changpinyo', 'Jordi Pont-Tuset', 'Radu Soricut', 'Vittorio Ferrari']","[None, 'Google Research', 'Google Research', 'Google', 'Google']","22 February, 2023"
All-in-Focus Imaging From Event Focal Stack,"['Hanyue Lou', 'Minggui Teng', 'Yixin Yang', 'Boxin Shi']","['Peking University', 'Peking University', 'Peking University', None]",Not Found
Semi-Supervised Stereo-Based 3D Object Detection via Cross-View Consensus,"['Wenhao Wu', 'Hau San Wong', 'Si Wu']","['City University of Hong Kong', 'City University of Hong Kong', 'South China University of Technology']",Not Found
Improved Test-Time Adaptation for Domain Generalization,"['Liang Chen', 'Yong Zhang', 'Yibing Song', 'Ying Shan', 'Lingqiao Liu']","[None, 'Tencent AI Lab', 'Fudan University', 'Tencent', None]","10 April, 2023"
Learning Common Rationale To Improve Self-Supervised Representation for Fine-Grained Visual Recognition Problems,"['Yangyang Shu', 'Anton van den Hengel', 'Lingqiao Liu']","[None, 'University of Adelaide', None]","2 March, 2023"
METransformer: Radiology Report Generation by Transformer With Multiple Learnable Expert Tokens,"['Zhanyu Wang', 'Lingqiao Liu', 'Lei Wang', 'Luping Zhou']","['University of Sydney', None, 'University of Wollonong', 'University of Sydney']",April 2023
Exact-NeRF: An Exploration of a Precise Volumetric Parameterization for Neural Radiance Fields,"['Brian K. S. Isaac-Medina', 'Chris G. Willcocks', 'Toby P. Breckon']","['Durham University', 'Durham University', 'Durham University']","22 November, 2022"
"X3KD: Knowledge Distillation Across Modalities, Tasks and Stages for Multi-Camera 3D Object Detection","['Marvin Klingner', 'Shubhankar Borse', 'Varun Ravi Kumar', 'Behnaz Rezaei', 'Venkatraman Narayanan', 'Senthil Yogamani', 'Fatih Porikli']","['Technische Universität Braunschweig', 'Qualcomm AI Research', 'Qualcomm Technologies Automated Driving', 'Northeastern University', 'Qualcomm Inc, QualComm', 'Valeo Vision Systems', 'QualComm']",Not Found
Learning Partial Correlation Based Deep Visual Representation for Image Classification,"['Saimunur Rahman', 'Piotr Koniusz', 'Lei Wang', 'Luping Zhou', 'Peyman Moghadam', 'Changming Sun']","['CSIRO Data61', 'Australian National University', 'University of Wollonong', 'University of Sydney', None, 'CSIRO']","23 April, 2023"
Implicit 3D Human Mesh Recovery Using Consistency With Pose and Shape From Unseen-View,"['Hanbyel Cho', 'Yooshin Cho', 'Jaesung Ahn', 'Junmo Kim']","['Korea Advanced Institute of Science and Technology', 'LG AI Research', 'Korea Advanced Institute of Science & Technology', 'Korea Advanced Institute of Science and Technology']","30 June, 2023"
CLIPPING: Distilling CLIP-Based Models With a Student Base for Video-Language Retrieval,"['Renjing Pei', 'Jianzhuang Liu', 'Weimian Li', 'Bin Shao', 'Songcen Xu', 'Peng Dai', 'Juwei Lu', 'Youliang Yan']","['Huawei Technologies Ltd.', 'Huawei Technologies Ltd.', 'Peking University', 'Northeastern University', ""Huawei Noah's Ark Lab"", 'Huawei Technologies Ltd.', 'Huawei Technologies Ltd.', 'Huawei Technologies Ltd.']",Not Found
Guided Recommendation for Model Fine-Tuning,"['Hao Li', 'Charless Fowlkes', 'Hao Yang', 'Onkar Dabeer', 'Zhuowen Tu', 'Stefano Soatto']","['AWS AI Labs', 'University of California, Irvine', 'Amazon', 'Amazon', 'University of California, San Diego', 'UCLA']",Not Found
Implicit View-Time Interpolation of Stereo Videos Using Multi-Plane Disparities and Non-Uniform Coordinates,"['Avinash Paliwal', 'Andrii Tsarov', 'Nima Khademi Kalantari']","[None, 'Leia inc', 'Texas A&M University']",March 2023
FeatureBooster: Boosting Feature Descriptors With a Lightweight Neural Network,"['Xinjiang Wang', 'Zeyu Liu', 'Yu Hu', 'Wei Xi', 'Wenxian Yu', 'Danping Zou']","['Shanghai Jiaotong University', 'Shanghai Jiao Tong University', 'Shanghai Jiaotong University', 'University of Maryland, College Park', 'Shanghai Jiaotong University', 'Shanghai Jiao Tong University, Tsinghua University']","28 November, 2022"
PlenVDB: Memory Efficient VDB-Based Radiance Fields for Fast Training and Rendering,"['Han Yan', 'Celong Liu', 'Chao Ma', 'Xing Mei']","[None, 'Bytedance', 'Shanghai Jiao Tong University', 'Bytedance Inc.']",Not Found
MED-VT: Multiscale Encoder-Decoder Video Transformer With Application To Object Segmentation,"['Rezaul Karim', 'He Zhao', 'Richard P. Wildes', 'Mennatullah Siam']","[None, 'York University', 'York University', 'York University']",Not Found
Positive-Augmented Contrastive Learning for Image and Video Captioning Evaluation,"['Sara Sarto', 'Manuele Barraco', 'Marcella Cornia', 'Lorenzo Baraldi', 'Rita Cucchiara']","['University of Modena and Reggio Emilia', 'Università di Modena e Reggio Emilia', 'University of Modena and Reggio Emilia', 'Università degli Studi di Modena e Reggio Emilia', 'Università di Modena e Reggio Emilia']","21 March, 2023"
Handwritten Text Generation From Visual Archetypes,"['Vittorio Pippi', 'Silvia Cascianelli', 'Rita Cucchiara']","['University of Modena and Reggio Emilia', 'University of Modena and Reggio Emilia', 'Università di Modena e Reggio Emilia']",March 2023
Hierarchical B-Frame Video Coding Using Two-Layer CANF Without Motion Coding,"['David Alexandre', 'Hsueh-Ming Hang', 'Wen-Hsiao Peng']","['National Yang Ming Chiao Tung University', 'National Chiao Tung University', 'National Chiao Tung University, National Chiao Tung University']",April 2023
Multi-Modal Learning With Missing Modality via Shared-Specific Feature Modelling,"['Hu Wang', 'Yuanhong Chen', 'Congbo Ma', 'Jodie Avery', 'Louise Hull', 'Gustavo Carneiro']","['The University of Adelaide', 'University of Adelaide', 'The University of Adelaide', 'University of Adelaide', 'University of Adelaide', 'University of Surrey']","26 July, 2023"
Spatial-Temporal Concept Based Explanation of 3D ConvNets,"['Ying Ji', 'Yu Wang', 'Jien Kato']","['Nagoya University', None, 'Ritsumeikan University']",June 2022
Robust Model-Based Face Reconstruction Through Weakly-Supervised Outlier Segmentation,"['Chunlu Li', 'Andreas Morel-Forster', 'Thomas Vetter', 'Bernhard Egger', 'Adam Kortylewski']","[None, 'Department of Computer Science', 'University Basel Switzerland', 'Massachusetts Institute of Technology', 'University of Freiburg &amp; MPI-INF']","17 June, 2021"
PoseExaminer: Automated Testing of Out-of-Distribution Robustness in Human Pose and Shape Estimation,"['Qihao Liu', 'Adam Kortylewski', 'Alan L. Yuille']","['Johns Hopkins University', 'University of Freiburg &amp; MPI-INF', 'Johns Hopkins University']","13 March, 2023"
Learned Image Compression With Mixed Transformer-CNN Architectures,"['Jinming Liu', 'Heming Sun', 'Jiro Katto']","['Waseda University', 'Waseda University', 'Waseda University']",March 2023
Weakly-Supervised Domain Adaptive Semantic Segmentation With Prototypical Contrastive Learning,"['Anurag Das', 'Yongqin Xian', 'Dengxin Dai', 'Bernt Schiele']","[None, 'Google', '', 'Max Planck Institute for Informatics']",Not Found
Exploring and Exploiting Uncertainty for Incomplete Multi-View Classification,"['Mengyao Xie', 'Zongbo Han', 'Changqing Zhang', 'Yichen Bai', 'Qinghua Hu']","[None, 'Tianjin University', 'Tianjin University', 'Tianjin University', 'Tianjin University']",April 2023
Seeing Through the Glass: Neural 3D Reconstruction of Object Inside a Transparent Container,"['Jinguang Tong', 'Sundaram Muthu', 'Fahira Afzal Maken', 'Chuong Nguyen', 'Hongdong Li']","[None, ', CSIRO', 'CSIRO', None, 'Australian National University']",March 2023
"Zero-Shot Everything Sketch-Based Image Retrieval, and in Explainable Style","['Fengyin Lin', 'Mingkang Li', 'Da Li', 'Timothy Hospedales', 'Yi-Zhe Song', 'Yonggang Qi']","['Beijing University of Posts and Telecommunications', 'Beijing University of Post and Telecommunication', 'Samsung AI Center, Cambridge', None, None, 'Beijing University of Posts and Telecommunications']",March 2023
Correspondence Transformers With Asymmetric Feature Learning and Matching Flow Super-Resolution,"['Yixuan Sun', 'Dongyang Zhao', 'Zhangyue Yin', 'Yiwen Huang', 'Tao Gui', 'Wenqiang Zhang', 'Weifeng Ge']","['Fudan University', 'Fudan University', 'Fudan University', 'Fudan University', 'Fudan University', None, 'Fudan University']",Not Found
CiCo: Domain-Aware Sign Language Retrieval via Cross-Lingual Contrastive Learning,"['Yiting Cheng', 'Fangyun Wei', 'Jianmin Bao', 'Dong Chen', 'Wenqiang Zhang']","[None, None, 'Microsoft', 'Microsoft', None]",March 2023
Castling-ViT: Compressing Self-Attention via Switching Towards Linear-Angular Attention at Vision Transformer Inference,"['Haoran You', 'Yunyang Xiong', 'Xiaoliang Dai', 'Bichen Wu', 'Peizhao Zhang', 'Haoqi Fan', 'Peter Vajda', 'Yingyan (Celine) Lin']","['Georgia Institute of Technology', 'Facebook', 'Facebook', 'Facebook', 'Facebook', 'Facebook AI Research', 'Facebook', 'Georgia Institute of Technology']","18 November, 2022"
S3C: Semi-Supervised VQA Natural Language Explanation via Self-Critical Learning,"['Wei Suo', 'Mengyang Sun', 'Weisong Liu', 'Yiqi Gao', 'Peng Wang', 'Yanning Zhang', 'Qi Wu']","[""Northwest Polytechnical University Xi'an"", ""Northwestern Polytechnical University, Northwest Polytechnical University Xi'an"", ""Northwest Polytechnical University Xi'an"", ""Northwest Polytechnical University Xi'an"", 'Northwestern Polytechnical University', 'Northwestern Polytechnical University', 'University of Adelaide']",September 2023
Towards Generalisable Video Moment Retrieval: Visual-Dynamic Injection to Image-Text Pre-Training,"['Dezhao Luo', 'Jiabo Huang', 'Shaogang Gong', 'Hailin Jin', 'Yang Liu']","['Queen Mary University of London', 'Queen Mary University London', 'Queen Mary University London', 'Adobe Research', 'Peking University']","28 February, 2023"
ESLAM: Efficient Dense SLAM System Based on Hybrid Representation of Signed Distance Fields,"['Mohammad Mahdi Johari', 'Camilla Carta', 'François Fleuret']","['Idiap Research Institute, EPFL', 'ams OSRAM', 'University of Geneva']","21 November, 2022"
Continuous Intermediate Token Learning With Implicit Motion Manifold for Keyframe Based Motion Interpolation,"['Clinton A. Mo', 'Kun Hu', 'Chengjiang Long', 'Zhiyong Wang']","['The University of Sydney', 'The University of Sydney', 'Meta Reality Labs', 'The University of Sydney']",March 2023
Prompt-Guided Zero-Shot Anomaly Action Recognition Using Pretrained Deep Skeleton Features,"['Fumiaki Sato', 'Ryo Hachiuma', 'Taiki Sekii']","['', 'Konica Minolta, Inc.', 'Konica Minolta, Inc.']",March 2023
A New Path: Scaling Vision-and-Language Navigation With Synthetic Instructions and Imitation Learning,"['Aishwarya Kamath', 'Peter Anderson', 'Su Wang', 'Jing Yu Koh', 'Alexander Ku', 'Austin Waters', 'Yinfei Yang', 'Jason Baldridge', 'Zarana Parekh']","['New York University', 'Google', 'Google', 'Carnegie Mellon University', 'Google', 'Google', 'Apple', 'Google', 'Google']","6 October, 2022"
