Title,Authors_Institutes,Submission Date
Noisy Label Removal for Partial Multi-Label Learning,"Fuchao Yang (College of Software Engineering, Southeast University); Yuheng Jia (School of Computer Science and Engineering, Southeast University); Hui Liu (School of Computing & Information Sciences, Saint Francis University); Yongqiang Dong (School of Computer Science and Engineering, Southeast University); Junhui Hou (Department of Computer Science, City University of Hong Kong)",Not Found
FairMatch: Promoting Partial Label Learning by Unlabeled Samples,"Yuheng Jia (College of Software Engineering, Southeast University); Jiahao Jiang (School of Computer Science and Engineering, Southeast University); Hui Liu (School of Computing & Information Sciences, Saint Francis University); Junhui Hou (Department of Computer Science, City University of Hong Kong)",Not Found
Asymmetric Beta Loss for Evidence-Based Safe Semi-Supervised Multi-Label Learning,Hao-Zhe Liu (Nanjing University of Aeronautics and Astronautics); Ming-Kun Xie (Nanjing University of Aeronautics and Astronautics); Chen-Chen Zong (Nanjing University of Aeronautics and Astronautics); Sheng-Jun Huang (Nanjing University of Aeronautics and Astronautics),Not Found
Iterative Weak Learnability and Multi-Class AdaBoost,"In-Koo Cho (Emory University, Hanyang University); Jonathan A. Libgober (University of Southern California); Cheng Ding (Emory University)",January 2021
AnyLoss: Transforming Classification Metrics into Loss Functions,Doheon Han (University of Notre Dame); Nuno Moniz (University of Notre Dame); Nitesh Chawla (University of Notre Dame),May 2024
A Novel Feature Space Augmentation Method to Improve Classification Performance and Evaluation Reliability,"Sakhawat Hossain Saimon (Department of Computer Science, The University of Texas at San Antonio); Tanzira Najnin (Department of Computer Science, The University of Texas at San Antonio); Jianhua Ruan (Department of Computer Science, The University of Texas at San Antonio)",Not Found
Conditional Logical Message Passing Transformer for Complex Query Answering,"Chongzhi Zhang (South China University of Technology); Zhiping Peng (Guangdong University of Petrochemical Technology, Jiangmen Polytechnic); Junhao Zheng (South China University of Technology); Qianli Ma (South China University of Technology)","20 February, 2024"
AsyncET: Asynchronous Representation Learning for Knowledge Graph Entity Typing,Yun-Cheng Wang (University of Southern California); Xiou Ge (University of Southern California); Bin Wang (National University of Singapore); C.-C. Jay Kuo (University of Southern California),Not Found
Logical Reasoning with Relation Network for Inductive Knowledge Graph Completion,Qinggang Zhang (The Hong Kong Polytechnic University); Keyu Duan (National University of Singapore); Junnan Dong (The Hong Kong Polytechnic University); Pai Zheng (Hong Kong Polytechnic University); Xiao Huang (The Hong Kong Polytechnic University),"3 June, 2024"
Path-based Explanation for Knowledge Graph Completion,"Heng Chang (Huawei Technologies Co., Ltd.); Jiangnan Ye (Huawei Technologies Co., Ltd.); Alejo Lopez-Avila (Huawei Technologies Co., Ltd.); Jinhua Du (Huawei Technologies Co., Ltd.); Jia Li (The Hong Kong University of Science and Technology)","4 January, 2024"
DiffusionE: Reasoning on Knowledge Graphs via Diffusion-based Graph Neural Networks,"Zongsheng Cao (University of Chinese Academy of Sciences); Jing Li (School of Economics and Management, Tsinghua University); Zigan Wang (Shenzhen International Graduate School & School of Economics and Management, Tsinghua University); Jinliang Li (School of Economics and Management, Tsinghua University)",Not Found
How to Avoid Jumping to Conclusions: Measuring the Robustness of Outstanding Facts in Knowledge Graphs,Hanhua Xiao (Singapore Management University); Yuchen Li (Singapore Management University); Yanhao Wang (East China Normal University); Panagiotis Karras (University of Copenhagen); Kyriakos Mouratidis (Singapore Management University); Natalia Rozalia Avlona (University of Copenhagen),Not Found
Embedding Two-View Knowledge Graphs with Class Inheritance and Structural Similarity,"Kyuhwan Yeom (Computer Science, Yonsei University); Hyeongjun Yang (Computer Science, Yonsei University); Gayeon Park (Artificial Intelligence, Yonsei University); Myeongheon Jeon (Computer Science, Yonsei University); Yunjeong Ko (Computer Science, Yonsei University); Byungkook Oh (Computer Science and Engineering, Konkuk University); Kyong-Ho Lee (Computer Science, Yonsei University)",Not Found
SimDiff: Simple Denoising Probabilistic Latent Diffusion Model for Data Augmentation on Multi-modal Knowledge Graph,"Ran Li (Hong Kong University of Science and Technology); Shimin Di (Hong Kong University of Science and Technology); Lei Chen (Hong Kong University of Science and Technology (Guangzhou), Hong Kong University of Science and Technology); Xiaofang Zhou (Hong Kong University of Science and Technology)",Not Found
Neural Collapse Anchored Prompt Tuning for Generalizable Vision-Language Models,"Didi Zhu (Zhejiang University); Zexi Li (Zhejiang University); Min Zhang (College of Computer Science and Technology, Zhejiang University); Junkun Yuan (Zhejiang University); Jiashuo Liu (Tsinghua University); Kun Kuang (Zhejiang University); Chao Wu (Zhejiang University)",Not Found
Efficient and Long-Tailed Generalization for Pre-trained Vision-Language Model,Jiang-Xin Shi (Nanjing University); Chi Zhang (Nanjing University); Tong Wei (Southeast University); Yu-Feng Li (Nanjing University),June 2024
Routing Evidence for Unseen Actions in Video Moment Retrieval,"Guolong Wang (School of Information Technology & Management, University of International Business and Economics); Xun Wu (Tsinghua University); Zheng Qin (Tsinghua University); Liangliang Shi (School of Artificial Intelligence & Department of Computer Science and Engineering & MoE Lab of AI, Shanghai Jiao Tong University)",Not Found
ReFound: Crafting a Foundation Model for Urban Region Understanding upon Language and Visual Foundations,"Congxi Xiao (School of Computer Science and Technology, University of Science and Technology of China); Jingbo Zhou (Business Intelligence Lab, Baidu Research); Yixiong Xiao (Business Intelligence Lab, Baidu Research); Jizhou Huang (Baidu Inc.); Hui Xiong (Thrust of Artificial Intelligence, The Hong Kong University of Science and Technology (Guangzhou), Department of Computer Science and Engineering, The Hong Kong University of Science and Technology)",Not Found
LARP: Language Audio Relational Pre-training for Cold-Start Playlist Continuation,Rebecca Salganik (University of Rochester); Xiaohao Liu (National University of Singapore); Yunshan Ma (National University of Singapore); Jian Kang (University of Rochester); Tat-seng Chua (National University of Singapore),June 2024
Masked LoGoNet: Fast and Accurate 3D Image Analysis for Medical Domain,"Amin Karimi Monsefi (Department of Computer Science and Engineering, The Ohio State University); Payam Karisani (Department of Computer Science, University of Illinois Urbana-Champaign); Mengxi Zhou (Department of Computer Science and Engineering, The Ohio State University); Stacey Choi (Department of Ophthalmology and Visual Science, The Ohio State University); Nathan Doble (Department of Ophthalmology and Visual Science, The Ohio State University); Heng Ji (Department of Computer Science, University of Illinois Urbana-Champaign); Srinivasan Parthasarathy (Department of Computer Science and Engineering, The Ohio State University); Rajiv Ramnath (Department of Computer Science and Engineering, The Ohio State University)","9 February, 2024"
LeMon: Automating Portrait Generation for Zero-Shot Story Visualization with Multi-Character Interactions,"Ziyi Kou (Department of Computer Science and Engineering, University of Notre Dame); Shichao Pei (Department of Computer Science, University of Massachusetts Boston); Xiangliang Zhang (Department of Computer Science and Engineering, University of Notre Dame)",Not Found
Image Similarity Using an Ensemble of Context-Sensitive Models,Zukang Liao (University of Oxford); Min Chen (University of Oxford),"15 January, 2024"
Scalable Multitask Learning Using Gradient-based Estimation of Task Affinity,Dongyue Li (Northeastern University); Aneesh Sharma (Google); Hongyang R. Zhang (Northeastern University),"9 September, 2024"
QSketch: An Efficient Sketch for Weighted Cardinality Estimation in Streams,"Yiyan Qi(International Digital Economy Academy (IDEA)); Rundong Li (MOE KLINNS Lab, Xi’an Jiaotong University); Pinghui Wang (MOE KLINNS Lab, Xi’an Jiaotong University); Yufang Sun (MOE KLINNS Lab, Xi’an Jiaotong University); Rui Xing (MOE KLINNS Lab, Shaanxi Normal University)",June 2024
Compact Decomposition of Irregular Tensors for Data Compression: From Sparse to Dense to High-Order Tensors,Taehyung Kwon (KAIST); Jihoon Ko (KAIST); Jinhong Jung (Soongsil University); Jun-Gi Jang (UIUC); Kijung Shin (KAIST),Not Found
"Bivariate Decision Trees: Smaller, Interpretable, More Accurate","Rasul Kairgeldin (University of California, Merced); Miguel Á. Carreira-Perpiñán (University of California, Merced)",Not Found
Scaling Training Data with Lossy Image Compression,Katherine L Mentzer (Granica); Andrea Montanari (Granica),July 2024
High-Dimensional Distributed Sparse Classification with Scalable Communication-Efficient Global Updates,"Fred Lu (Booz Allen Hamilton, University of Maryland, Baltimore County); Ryan R. Curtin (Booz Allen Hamilton); Edward Raff (Booz Allen Hamilton, University of Maryland, Baltimore County); Francis Ferraro (University of Maryland, Baltimore County); James Holt (Laboratory for Physical Sciences)",July 2024
Distributed Thresholded Counting with Limited Interaction,"Xiaoyi Zhu (School of Data Science, Fudan University); Yuxiang Tian (School of Data Science, Fudan University); Zengfeng Huang (School of Data Science, Fudan University)",Not Found
ACER: Accelerating Complex Event Recognition via Two-Phase Filtering under Range Bitmap-Based Indexes,"Shizhe Liu (State Key Laboratory for Novel Software Technology, Nanjing University); Haipeng Dai (State Key Laboratory for Novel Software Technology, Nanjing University); Shaoxu Song (BNRist, Tsinghua University); Meng Li (State Key Laboratory for Novel Software Technology, Nanjing University); Jingsong Dai (State Key Laboratory for Novel Software Technology, Nanjing University); Rong Gu (State Key Laboratory for Novel Software Technology, Nanjing University); Guihai Chen (State Key Laboratory for Novel Software Technology, Nanjing University)",Not Found
Leveraging Pedagogical Theories to Understand Student Learning Process with Graph-based Reasonable Knowledge Tracing,Jiajun Cui (East China Normal University); Hong Qian (East China Normal University); Bo Jiang (East China Normal University); Wei Zhang (East China Normal University),June 2024
DyGKT: Dynamic Graph Learning for Knowledge Tracing,"Ke Cheng (SKLSDE Lab, Beihang University); Peng Linzhi (SKLSDE Lab, Beihang University); Pengyang Wang (SKL-IOTSC, Department of Computer and Information Science, University of Macau); Junchen Ye (School of Transportation Science and Engineering, Beihang University); Leilei Sun (SKLSDE Lab, Beihang University); Bowen Du (School of Transportation Science and Engineering, Beihang University)",July 2024
RIGL: A Unified Reciprocal Approach for Tracing the Independent and Group Learning Processes,"Xiaoshan Yu (School of Artificial Intelligence, Anhui University); Chuan Qin (Career Science Lab, BOSS Zhipin, PBC School of Finance, Tsinghua University); Dazhong Shen (Shanghai Artificial Intelligence Laboratory); Shangshang Yang (School of Artificial Intelligence, Anhui University); Haiping Ma (Information Materials and Intelligent Sensing Laboratory of Anhui Province, Anhui University, Institutes of Physical Science and Information Technology, Anhui University); Hengshu Zhu (Career Science Lab, BOSS Zhipin); Xingyi Zhang (School of Computer Science and Technology, Anhui University)",June 2024
ORCDF: An Oversmoothing-Resistant Cognitive Diagnosis Framework for Student Learning in Online Education Systems,"Hong Qian (School of Computer Science and Technology, Shanghai Institute of AI Education, East China Normal University); Shuo Liu (School of Computer Science and Technology, East China Normal University); Mingjia Li (School of Computer Science and Technology, Shanghai Institute of AI Education, East China Normal University); Bingdong Li (School of Computer Science and Technology, Shanghai Institute of AI Education, East China Normal University); Zhi Liu (School of Computer Science and Technology, Shanghai Institute of AI Education, East China Normal University); Aimin Zhou (School of Computer Science and Technology, Shanghai Institute of AI Education, East China Normal University)",July 2024
Capturing Homogeneous Influence among Students: Hypergraph Cognitive Diagnosis for Intelligent Education Systems,"Junhao Shen (School of Computer Science and Technology, East China Normal University); Hong Qian (School of Computer Science and Technology, Shanghai Institute of AI Education, East China Normal University); Shuo Liu (School of Computer Science and Technology, East China Normal University); Wei Zhang (School of Computer Science and Technology, Shanghai Institute of AI Education, East China Normal University); Bo Jiang (School of Computer Science and Technology, Shanghai Institute of AI Education, East China Normal University); Aimin Zhou (School of Computer Science and Technology, Shanghai Institute of AI Education, East China Normal University)",Not Found
Path-Specific Causal Reasoning for Fairness-aware Cognitive Diagnosis,"Dacao Zhang (School of Computer Science and Information Engineering, Hefei University of Technology); Kun Zhang (School of Computer Science and Information Engineering, Hefei University of Technology); Le Wu (School of Computer Science and Information Engineering, Hefei University of Technology, Institute of Dataspace, Hefei Comprehensive National Science Center); Mi Tian (School of Computer Science and Information Engineering, Hefei University of Technology); Richang Hong (School of Computer Science and Information Engineering, Hefei University of Technology, Institute of Dataspace, Hefei Comprehensive National Science Center); Meng Wang (School of Computer Science and Information Engineering, Hefei University of Technology)",June 2024
AdaRD: An Adaptive Response Denoising Framework for Robust Learner Modeling,"Fangzhou Yao (State Key Laboratory of Cognitive Intelligence, University of Science and Technology of China); Qi Liu (State Key Laboratory of Cognitive Intelligence, University of Science and Technology of China, Institute of Artificial Intelligence, Hefei Comprehensive National Science Center); Linan Yue (State Key Laboratory of Cognitive Intelligence, University of Science and Technology of China); Weibo Gao (State Key Laboratory of Cognitive Intelligence, University of Science and Technology of China); Jiatong Li (State Key Laboratory of Cognitive Intelligence, University of Science and Technology of China); Xin Li (University of Science and Technology of China, Artificial Intelligence Research Institute, iFLYTEK Co., Ltd); Yuanjing He (The Open University of China)",Not Found
Privileged Knowledge State Distillation for Reinforcement Learning-based Educational Path Recommendation,Qingyao Li (Shanghai Jiao Tong University); Wei Xia (Huawei Noah’s Ark Lab); Li’ang Yin (Shanghai Jiao Tong University); Jiarui Jin (Shanghai Jiao Tong University); Yong Yu (Shanghai Jiao Tong University),Not Found
Where Have You Been? A Study of Privacy Risk for Point-of-Interest Recommendation,"Kunlin Cai (University of California, Los Angeles); Jinghuai Zhang (University of California, Los Angeles); Zhiqing Hong (Rutgers University); William Shand (University of California, Los Angeles); Guang Wang (Florida State University); Desheng Zhang (Rutgers University); Jianfeng Chi (Meta); Yuan Tian (University of California, Los Angeles)",Not Found
Performative Debias with Fair-exposure Optimization Driven by Strategic Agents in Recommender Systems,"Zhichen Xiang (College of Management and Economics, Tianjin University, Laboratory of Computation and Analytics of Complex Management Systems (CACMS), Tianjin University); Hongke Zhao (College of Management and Economics, Tianjin University, Laboratory of Computation and Analytics of Complex Management Systems (CACMS), Tianjin University); Chuang Zhao (The Hong Kong University of Science and Technology); Ming He (AI Lab at Lenovo Research); Jianping Fan (AI Lab at Lenovo Research)",June 2024
Unveiling Vulnerabilities of Contrastive Recommender Systems to Poisoning Attacks,Zongwei Wang (Chongqing University); Junliang Yu (The University of Queensland); Min Gao (Chongqing University); Hongzhi Yin (The University of Queensland); Bin Cui (Peking University); Shazia Sadiq (The University of Queensland),"29 November, 2023"
Debiased Recommendation with Noisy Feedback,"Haoxuan Li (Peking University); Chunyuan Zheng (University of California, San Diego); Wenjie Wang (National University of Singapore); Hao Wang (Zhejiang University); Fuli Feng (University of Science and Technology of China); Xiao-Hua Zhou (Peking University)",June 2024
A Hierarchical and Disentangling Interest Learning Framework for Unbiased and True News Recommendation,Shoujin Wang (University of Technology Sydney); Wentao Wang (University of Technology Sydney); Xiuzhen Zhang (RMIT University); Yan Wang (Macquarie University); Huan Liu (Arizona State University); Fang Chen (University of Technology Sydney (UTS)),Not Found
Harm Mitigation in Recommender Systems under User Preference Dynamics,Jerry Chee (Cornell University); Shankar Kalyanaraman (Meta); Sindhu Kiranmai Ernala (Meta); Udi Weinsberg (Meta); Sarah Dean (Cornell University); Stratis Ioannidis (Northeastern University),June 2024
Counteracting Duration Bias in Video Recommendation via Counterfactual Watch Time,"Haiyuan Zhao (School of Information, Renmin University of China); Guohao Cai (Noah’s Ark Lab, Huawei); Jieming Zhu (Noah’s Ark Lab, Huawei); Zhenhua Dong (Noah’s Ark Lab, Huawei); Jun Xu (Gaoling School of Artificial Intelligence, Renmin University of China); Ji-Rong Wen (Gaoling School of Artificial Intelligence, Renmin University of China)","12 June, 2024"
Fast Query of Biharmonic Distance in Networks,Changan Liu (Fudan University); Ahad N. Zehmakan (Australian National University); Zhongzhi Zhang (Fudan University),August 2024
Fast Computation of Kemeny’s Constant for Directed Graphs,Haisong Xia (Fudan University); Zhongzhi Zhang (Fudan University),September 2024
Fast Computation for the Forest Matrix of an Evolving Graph,Haoxin Sun (Fudan University); Xiaotian Zhou (Fudan University); Zhongzhi Zhang (Fudan University),September 2024
Scalable Algorithm for Finding Balanced Subgraphs with Tolerance in Signed Networks,"Jingbang Chen (David R. Cheriton School of Computer Science, University of Waterloo); Qiuyang Mang (School of Data Science, The Chinese University of Hong Kong, Shenzhen); Hangrui Zhou (Institute for Interdisciplinary Information Sciences (IIIS), Tsinghua University); Richard Peng (Computer Science Department, Carnegie Mellon University); Yu Gao (Independent); Chenhao Ma (School of Data Science, The Chinese University of Hong Kong, Shenzhen)","7 February, 2024"
A Fast Exact Algorithm to Enumerate Maximal Pseudo-cliques in Large Sparse Graphs,"Ahsanur Rahman (North South University); Kalyan Roy (North South University); Ramiza Maliha (North South University); Townim Faisal Chowdhury (Australian Institute for Machine Learning, University of Adelaide)",Not Found
Graph Condensation for Open-World Graph Learning,"Xinyi Gao (The University of Queensland); Tong Chen (The University of Queensland); Wentao Zhang (Peking University); Yayong Li (Data 61, CSIRO); Xiangguo Sun (The Chinese University of Hong Kong); Hongzhi Yin (The University of Queensland)","27 May, 2024"
Graph Data Condensation via Self-expressive Graph Structure Reconstruction,Zhanyu Liu (Shanghai Jiao Tong University); Chaolv Zeng (Shanghai Jiao Tong University); Guanjie Zheng (Shanghai Jiao Tong University),"11 March, 2024"
Robust Predictions with Ambiguous Time Delays: A Bootstrap Strategy,Jiajie Wang (Changsha Research Institute of Mining and Metallurgy); Zhiyuan Jerry Lin (Meta); Wen Chen (Changsha Research Institute of Mining and Metallurgy),August 2024
Unraveling Block Maxima Forecasting Models with Counterfactual Explanation,Yue Deng (Michigan State University); Asadullah Hill Galib (Michigan State University); Pang-Ning Tan (Michigan State University); Lifeng Luo (Michigan State University),Not Found
Quantifying and Estimating the Predictability Upper Bound of Univariate Numeric Time Series,Jamal Mohammed (University of Zurich); Michael H. Böhlen (University of Zurich); Sven Helmer (University of Zurich),Not Found
Learning Flexible Time-windowed Granger Causality Integrating Heterogeneous Interventional Time Series Data,Ziyi Zhang (Texas A&M University); Shaogang Ren (Texas A&M University); Xiaoning Qian (Texas A&M University); Nick Duffield (Texas A&M University),June 2024
Efficient Discovery of Time Series Motifs under both Length Differences and Warping,Makoto Imamura (Tokai University); Takaaki Nakamura (Mitsubishi Electric Corporation),Not Found
Semi-Supervised Learning for Time Series Collected at a Low Sampling Rate,"Minyoung Bae (KAIST); Yooju Shin (KAIST); Youngeun Nam (KAIST); Young Seop Lee (Samsung Electronics Co., Ltd.); Jae-Gil Lee (KAIST)",Not Found
Unsupervised Heterogeneous Graph Rewriting Attack via Node Clustering,"Haosen Wang (Southeast University, Zhejiang Lab); Can Xu (East China Normal University); Chenglong Shi (Southeast University); Pengfei Zheng (Zhejiang Lab); Shiming Zhang (University of Science and Technology of China); Minhao Cheng (Pennsylvania State University); Hongyang Chen (Zhejiang Lab)",Not Found
Rethinking Graph Backdoor Attacks: A Distribution-Preserving Perspective,Zhiwei Zhang (The Pennsylvania State University); Minhua Lin (The Pennsylvania State University); Enyan Dai (The Pennsylvania State University); Suhang Wang (The Pennsylvania State University),"17 May, 2024"
Cross-Context Backdoor Attacks against Graph Prompt Learning,"Xiaoting Lyu (School of Computer Science and Technology, Beijing Jiaotong University); Yufei Han (Inria, Univ. Rennes, IRISA); Wei Wang (Beijing Jiaotong University, Xi’an Jiaotong University); Hangwei Qian (CFAR, A*STAR); Ivor Tsang (CFAR, A*STAR); Xiangliang Zhang (University of Notre Dame)",May 2024
Unveiling Privacy Vulnerabilities: Investigating the Role of Structure in Graph Data,"Hanyang Yuan (Zhejiang University, Fudan University); Jiarong Xu (Fudan University); Cong Wang (Peking University); Ziqi Yang (Zhejiang University); Chunping Wang (Finvolution Group); Keting Yin (Zhejiang University); Yang Yang (Zhejiang University)",July 2024
Attacking Graph Neural Networks with Bit Flips: Weisfeiler and Leman Go Indifferent,"Lorenz Kummer (Doctoral School Computer Science, University of Vienna, Faculty of Computer Science, University of Vienna); Samir Moustafa (Doctoral School Computer Science, University of Vienna, Faculty of Computer Science, University of Vienna); Sebastian Schrittwieser (Christian Doppler Laboratory for Assurance and Transparency in Software Protection, University of Vienna, Faculty of Computer Science, University of Vienna); Wilfried Gansterer (Faculty of Computer Science, University of Vienna); Nils Kriege (Research Network Data Science, University of Vienna, Faculty of Computer Science, University of Vienna)",Not Found
IDEA: A Flexible Framework of Certified Unlearning for Graph Neural Networks,Yushun Dong (The University of Virginia); Binchi Zhang (The University of Virginia); Zhenyu Lei (The University of Virginia); Na Zou (The University of Houston); Jundong Li (The University of Virginia),July 2024
Certified Robustness on Visual Graph Matching via Searching Optimal Smoothing Range,"Huaqing Shao (Department of CSE and MoE Key Lab of AI, Shanghai Jiao Tong University); Lanjun Wang (SNMC, Tianjin University); Yongwei Wang (SIAS and College of Computer Science, Zhejiang University); Qibing Ren (Department of CSE, Shanghai Jiao Tong University); Junchi Yan (School of AI and Department of CSE, Shanghai Jiao Tong University)",Not Found
FUGNN: Harmonizing Fairness and Utility in Graph Neural Networks,Renqiang Luo (Dalian University of Technology); Huafei Huang (Dalian University of Technology); Shuo Yu (Dalian University of Technology); Zhuoyang Han (Dalian University of Technology); Estrid He (RMIT University); Xiuzhen Zhang (RMIT University); Feng Xia (RMIT University),"27 May, 2024"
One Fits All: Learning Fair Graph Neural Networks for Various Sensitive Attributes,Yuchang Zhu (Sun Yat-Sen University); Jintang Li (Sun Yat-Sen University); Yatao Bian (Tencent AI Lab); Zibin Zheng (Sun Yat-Sen University); Liang Chen (Sun Yat-Sen University),"19 June, 2024"
Your Neighbor Matters: Towards Fair Decisions Under Networked Interference,Wenjing Yang (National University of Defense Technology); Haotian Wang (National University of Defense Technology); Haoxuan Li (Peking University); Hao Zou (ZGC laboratory); Ruochun Jin (National University of Defense Technology); Kun Kuang (Zhejiang University); Peng Cui (Tsinghua University),Not Found
Rethinking Fair Graph Neural Networks from Re-balancing,"Zhixun Li (The Chinese University of Hong Kong); Yushun Dong (University of Virginia); Qiang Liu (Institute of Automation, Chinese Academy of Sciences); Jeffrey Xu Yu (The Chinese University of Hong Kong)",July 2024
Balanced Confidence Calibration for Graph Neural Networks,Hao Yang (National University of Defense Technology); Min Wang (National University of Defense Technology); Qi Wang (National University of Defense Technology); Mingrui Lao (National University of Defense Technology); Yun Zhou (National University of Defense Technology),Not Found
Graph Cross Supervised Learning via Generalized Knowledge,"Xiangchi Yuan (Brandeis University, Georgia Institute of Technology); Yijun Tian (University of Notre Dame); Chunhui Zhang (Dartmouth College); Yanfang Ye (University of Notre Dame); Nitesh V. Chawla (University of Notre Dame); Chuxu Zhang (Brandeis University)",Not Found
Bridging and Compressing Feature and Semantic Spaces for Robust Graph Neural Networks: An Information Theory Perspective,Luying Zhong (Fuzhou University); Renjie Lin (Fuzhou University); JiayinL JiayinLi (Fujian Normal University); Shiping Wang (Fuzhou University); Zheyi Chen (Fuzhou University),Not Found
FreQuant: A Reinforcement-Learning based Adaptive Portfolio Optimization with Multi-frequency Decomposition,"Jihyeong Jeon (Seoul National University); Jiwon Park (Seoul National University, DeepTrade Technologies Inc.); Chanhee Park (Seoul National University, DeepTrade Technologies Inc.); U Kang (Seoul National University)",Not Found
MacroHFT: Memory Augmented Context-aware Reinforcement Learning On High Frequency Trading,Chuqiao Zong (Nanyang Technological University); Chaojie Wang (Skywork AI); Qin Molei (Nanyang Technological University); Lei Feng (Singapore University of Technology and Design); Xinrun Wang (Nanyang Technological University); Bo An (Nanyang Technological University),June 2024
"A Multimodal Foundation Agent for Financial Trading: Tool-Augmented, Diversified, and Generalist","Wentao Zhang (Nanyang Technological University); Lingxuan Zhao (Nanyang Technological University); Haochong Xia (National Technological University); Shuo Sun (Nanyang Technological University); Jiaze Sun (National University of Singapore); Molei Qin (Nanyang Technological University); Xinyi Li (Nanyang Technological University); Yuqing Zhao (Nanyang Technological University); Yilei Zhao (Zhejiang University); Xinyu Cai (Nanyang Technological University); Longtao Zheng (Nanyang Technological University); Xinrun Wang (Nanyang Technological University); Bo An (Nanyang Technological University, Skywork AI)","28 February, 2024"
Money Never Sleeps: Maximizing Liquidity Mining Yields in Decentralized Finance,Wangze Ni (Hong Kong University of Science and Technology); Zhao Yiwei (Hong Kong Polytechnic University); Weijie Sun (Hong Kong University of Science and Technology); Lei Chen (Hong Kong University of Science and Technology); Peng Cheng (East China Normal University); Chen Zhang (Hong Kong Polytechnic University); Xuemin Lin (Shanghai Jiaotong University),Not Found
Cost-Efficient Fraud Risk Optimization with Submodularity in Insurance Claim,"Yupeng Wu (School of Computer Science and Technology, East China Normal University); Zhibo Zhu (Ant Group); Chaoyi Ma (Ant Group); Hong Qian (School of Computer Science and Technology, East China Normal University); Xingyu Lu (Ant Group); Yangwenhui Zhang (School of Computer Science and Technology, East China Normal University); Xiaobo Qin (AntGroup); Binjie Fei (AntGroup); Jun Zhou (Ant Group); Aimin Zhou (School of Computer Science and Technology, East China Normal University)",Not Found
Dynamic Hotel Pricing at Online Travel Platforms: A Popularity and Competitiveness Aware Demand Learning Approach,Fanwei Zhu (Hangzhou City University); Wendong Xiao (Alibaba Group); Yao Yu (Alibaba Group); Zemin Liu (Zhejiang University); Zulong Chen (Alibaba Group); Weibin Cai (Syracuse University),Not Found
BitLINK: Temporal Linkage of Address Clusters in Bitcoin Blockchain,Sheng Zhong (The University of New Mexico); Abdullah Mueen (The University of New Mexico),Not Found
Uplift Modelling via Gradient Boosting,"Bulat Ibragimov (Moscow Institute of Physics and Technology, Artificial Intelligence Research Institute (AIRI)); Anton Vakhrushev (Sber AI Lab)",Not Found
Learn Together Stop Apart: an Inclusive Approach to Ensemble Pruning,"Bulat Ibragimov (Moscow Institute of Physics and Technology, Artificial Intelligence Research Institute (AIRI)); Gleb Gusev (Sber AI Lab)",Not Found
CASH via Optimal Diversity for Ensemble Learning,Pranav Poduval (MasterCard AI Garage); Sanjay Patnala (Mastercard AI Garage); Gaurav Oberoi (MasterCard AI Garage); Nitish Kumar (MasterCard AI Garage); Siddhartha Asthana (MasterCard AI Garage),Not Found
Tackling Instance-Dependent Label Noise with Class Rebalance and Geometric Regularization,"Shuzhi Cao(School of Computer Science and Technology & Shaanxi Provincial Key Laboratory of Big Data Knowledge Engineering, Xi’an Jiaotong University); Jianfei Ruan(School of Computer Science and Technology & Shaanxi Provincial Key Laboratory of Big Data Knowledge Engineering, Xi’an Jiaotong University); Bo Dong (School of Distance Education & Shaanxi Provincial Key Laboratory of Big Data Knowledge Engineering, Xi’an Jiaotong University); Bin Shi (School of Computer Science and Technology & Ministry of Education Key Lab For Intelligent Networks and Network Security, Xi’an Jiaotong University)",Not Found
Spuriousness-Aware Meta-Learning for Learning Robust Classifiers,Guangtao Zheng (University of Virginia); Wenqian Ye (University of Virginia); Aidong Zhang (University of Virginia),June 2024
Self-Distilled Disentangled Learning for Counterfactual Prediction,"Xinshu Li (The University of New South Wales); Mingming Gong (The University of Melbourne, MBZUAI); Lina Yao (CSIRO’s Data61, The University of New South Wales)","9 June, 2024"
RC-Mixup: A Data Augmentation Strategy against Noisy Data for Regression Tasks,Seong-Hyeon Hwang (Korea Advanced Institute of Science and Technology); Minsu Kim (Korea Advanced Institute of Science & Technology); Steven Euijong Whang (Korea Advanced Institute of Science and Technology),"28 May, 2024"
ControlTraj: Controllable Trajectory Generation with Topology-Constrained Diffusion Model,"Yuanshao Zhu (Southern University of Science and Technology, City University of Hong Kong); James Jianqiao Yu (University of York); Xiangyu Zhao (City University of Hong Kong); Qidong Liu (Xi’an Jiao Tong University, City University of Hong Kong); Yongchao Ye (City University of Hong Kong); Wei Chen (Hong Kong University of Science and Technology (Guangzhou)); Zijian Zhang (Jilin University, City University of Hong Kong); Xuetao Wei (Southern University of Science and Technology); Yuxuan Liang (The Hong Kong University of Science and Technology (Guangzhou))",April 2024
Communication-efficient Multi-service Mobile Traffic Prediction by Leveraging Cross-service Correlations,"Zhiying Feng (School of Computer Science and Engineering, Sun Yat-sen University); Qiong Wu (Department of Electronic and Computer Engineering, Hong Kong University of Science and Technology); Xu Chen (School of Computer Science and Engineering, Sun Yat-sen University)",Not Found
