Title,Authors,Institutes,Submission Date
UniDepth: Universal Monocular Metric Depth Estimation,"['Luigi Piccinelli', 'Yung-Hsu Yang', 'Christos Sakaridis', 'Mattia Segu', 'Siyuan Li', 'Luc Van Gool', 'Fisher Yu']","['ETH Zurich', 'ETHZ - ETH Zurich', 'ETH Zurich', 'ETH Zurich - Swiss Federal Institute of Technology', 'ETH Zurich', 'ETH Zurich; KULeuven; INSAIT Sofia Un.', 'ETH Zurich']",March 2024
Diffusion Model Alignment Using Direct Preference Optimization,"['Bram Wallace', 'Meihua Dang', 'Rafael Rafailov', 'Linqi Zhou', 'Aaron Lou', 'Senthil Purushwalkam', 'Stefano Ermon', 'Caiming Xiong', 'Shafiq Joty', 'Nikhil Naik']","['SalesForce.com', 'Stanford University', 'Stanford University', 'Stanford University', 'Stanford University', None, 'Stanford University', 'Salesforce Research', 'SalesForce.com', 'MIT']",November 2023
SD4Match: Learning to Prompt Stable Diffusion Model for Semantic Matching,"['Xinghui Li', 'Jingyi Lu', 'Kai Han', 'Victor Adrian Prisacariu']","['University of Oxford', 'University of Hong Kong', 'The University of Hong Kong', None]","26 October, 2023"
Uncertainty-Guided Never-Ending Learning to Drive,"['Lei Lai', 'Eshed Ohn-Bar', 'Sanjay Arora', 'John Yi']","['Boston University, Boston University', 'Boston University, Boston University', 'Red Hat, Inc.', 'Boston University, Boston University']",Not Found
Motion Diversification Networks,"['Hee Jae Kim', 'Eshed Ohn-Bar']","['Boston University, Boston University', 'Boston University, Boston University']",Not Found
Feedback-Guided Autonomous Driving,"['Jimuyang Zhang', 'Zanming Huang', 'Arijit Ray', 'Eshed Ohn-Bar']","[None, 'Boston University, Boston University', 'Boston University', 'Boston University, Boston University']",Not Found
Masked Autoencoders for Microscopy are Scalable Learners of Cellular Biology,"['Oren Kraus', 'Kian Kenyon-Dean', 'Saber Saberian', 'Maryam Fallah', 'Peter McLean', 'Jess Leung', 'Vasudev Sharma', 'Ayla Khan', 'Jia Balakrishnan', 'Safiye Celik', 'Dominique Beaini', 'Maciej Sypetkowski', 'Chi Cheng', 'Kristen Morse', 'Maureen Makes', 'Ben Mabey', 'Berton Earnshaw']","['Recursion', 'Recursion Pharma', 'Recursion Pharma', 'Recursion Pharmaceuticals', 'Recursion', 'Recursion', 'Recursion', 'University of Utah', 'Recursion Pharmaceuticals', 'Recursion', 'Valence Labs', 'Valence Labs', 'Boston University, Boston University', 'Recursion', 'University of Utah', None, 'University of Utah']",April 2024
Small Steps and Level Sets: Fitting Neural Surface Models with Point Guidance,"['Chamin Hewa Koneputugodage', 'Yizhak Ben-Shabat', 'Dylan Campbell', 'Stephen Gould']","['Australian National University', 'Technion, Israel Institute of Technology', 'Australian National University', 'Australian National University']",Not Found
3DGStream: On-the-Fly Training of 3D Gaussians for Efficient Streaming of Photo-Realistic Free-Viewpoint Videos,"['Jiakai Sun', 'Han Jiao', 'Guangyuan Li', 'Zhanjie Zhang', 'Lei Zhao', 'Wei Xing']","['Zhejiang University', 'Zhejiang University', 'Zhejiang University', 'Zhejiang University', 'Zhejiang University', 'Zhejiang University']","3 March, 2024"
Dexterous Grasp Transformer,"['Guo-Hao Xu', 'Yi-Lin Wei', 'Dian Zheng', 'Xiao-Ming Wu', 'Wei-Shi Zheng']","['Sun Yat-sen University', 'SUN YAT-SEN UNIVERSITY', None, 'SUN YAT-SEN UNIVERSITY', 'SUN YAT-SEN UNIVERSITY']",October 2025
LTM: Lightweight Textured Mesh Extraction and Refinement of Large Unbounded Scenes for Efficient Storage and Real-time Rendering,"['Jaehoon Choi', 'Rajvi Shah', 'Qinbo Li', 'Yipeng Wang', 'Ayush Saraf', 'Changil Kim', 'Jia-Bin Huang', 'Dinesh Manocha', 'Suhib Alsisan', 'Johannes Kopf']","['University of Maryland, College Park', 'Facebook', 'Facebook', 'Meta Reality Labs', 'Meta Platforms, Inc.', 'Facebook', 'University of Maryland, College Park', 'University of Maryland, College Park', 'Meta', 'Facebook']",Not Found
